rank,reward,equations,equations_with_constants
5456,0.5519664754458733,i**2*s - i**2 + i*s**2 + i*s ; B0 + i*r**2,i**2*s - i**2 + i*s**2 + i*s ; i*r**2 + 0.00503740489866558
5457,0.5479762668584252,B0 + s - sqrt(Abs(i))*sqrt(Abs(s)) ; i,s - sqrt(Abs(i))*sqrt(Abs(s)) + 0.000292076611700934 ; i
5458,0.546922041395202,s*sqrt(Abs(B0 + 2*s)) + s ; i,s*sqrt(Abs(2*s + 0.991893025509671)) + s ; i
5459,0.544967652945646,B0*i*s + i*s**2 ; B1 - i,i*s**2 - 0.0346298834195715*i*s ; 0.0322508906790678 - i
5460,0.5441739014194283,-s*sqrt(Abs(i)) + Abs(s)**(5/4) ; r**2,-s*sqrt(Abs(i)) + Abs(s)**(5/4) ; r**2
5461,0.5422044447133482,B0*i + i**2 ; i + sqrt(Abs(r**2 + Abs(r)**(3/2))),i**2 + 0.599051018744284*i ; i + sqrt(Abs(r**2 + Abs(r)**(3/2)))
5462,0.5384232442824106,i*sqrt(Abs(s)) ; B0 + i*r,i*sqrt(Abs(s)) ; i*r + 0.0120092561878748
5463,0.5324630846645036,B0*i*s + 2*i**2*s**2 ; sqrt(Abs(B1 + i)),2*i**2*s**2 - 0.0368492122775017*i*s ; sqrt(Abs(i + 0.252178014346767))
5464,0.5323494311524549,Abs(s)**(3/2)*Abs(B0 + s)**(1/4) ; sqrt(Abs(B1 + i)),Abs(s)**(3/2)*Abs(s - 0.812443727117059)**(1/4) ; sqrt(Abs(i + 3.05962036879115))
5465,0.5302245659593465,B0 - i + Abs(s)**(1/8) ; sqrt(Abs(B1 + B2*i)),-i + Abs(s)**(1/8) - 0.548762739579048 ; sqrt(Abs(0.0264854964733898*i - 0.0140756596397034))
5466,0.5297244531336622,B0*sqrt(Abs(s)) + 2*i*sqrt(Abs(s)) ; i,2*i*sqrt(Abs(s)) - 0.006607139408431*sqrt(Abs(s)) ; i
5467,0.5212267118226033,sqrt(Abs(s**2 - Abs(s)**(5/2))) ; B0*i*r + B0*i + B0*r,sqrt(Abs(s**2 - Abs(s)**(5/2))) ; 0.00750145270927103*i*r + 0.00750145270927103*i + 0.00750145270927103*r
5468,0.5185393378331868,s*sqrt(Abs(i*s + s**2 - s*sqrt(Abs(i)))) ; B0 - r + sqrt(Abs(i)),s*sqrt(Abs(i*s + s**2 - s*sqrt(Abs(i)))) ; -r + sqrt(Abs(i)) + 0.431345590413376
5469,0.5175126462869097,sqrt(Abs(B0 - sqrt(Abs(B1 - i)))) ; B2 - i,sqrt(Abs(sqrt(Abs(i + 49.9906803904111)) - 7.07182307704489)) ; 155.213382540415 - i
5470,0.5170251678821344,s*Abs(B0 + i + s)**(1/4) ; r + sqrt(Abs(B1 + i)),s*Abs(i + s + 53.0012938171297)**(1/4) ; r + sqrt(Abs(i + 19.0099352397315))
5471,0.5168337135399929,s*Abs(B0*i + i**2)**(1/4) ; B1*r**3,s*Abs(i**2 - 0.321976339959205*i)**(1/4) ; 0.0109940055775854*r**3
5472,0.5168044136836953,i*sqrt(Abs(s)) - i ; i + Abs(i)**(3/4)*Abs(r)**(1/4),i*sqrt(Abs(s)) - i ; i + Abs(i)**(3/4)*Abs(r)**(1/4)
5473,0.5165505789964182,s*sqrt(Abs(i**2*s + i*s**2)) ; r*sqrt(Abs(B0 + r)),s*sqrt(Abs(i**2*s + i*s**2)) ; r*sqrt(Abs(r + 0.0018162236211085))
5474,0.5152298291043061,s**4 ; B0 + sqrt(Abs(i + r)),s**4 ; sqrt(Abs(i + r)) + 0.0004400567600684
5475,0.514869783545185,i*s + i*Abs(i + s)**(1/4) ; B0 + i,i*s + i*Abs(i + s)**(1/4) ; i + 0.00525163937450043
5476,0.5141683815497771,s*sqrt(Abs(i*s + s**2)) ; B0 + B1*sqrt(Abs(i)),s*sqrt(Abs(i*s + s**2)) ; 3.56450230049756*sqrt(Abs(i)) - 2.21487721589797
5477,0.5097949787418025,B0 + sqrt(Abs(i)) ; B1 + B2*i,sqrt(Abs(i)) - 0.203612932442577 ; 2.32712765022476*i + 0.0306834948499181
5478,0.5097190705503819,B0*i*s - i*s**2 + s ; B1 + i + r + sqrt(Abs(i)),-i*s**2 - 0.00245482197334583*i*s + s ; i + r + sqrt(Abs(i)) - 2.18737823658949
5479,0.5094911633437346,s*sqrt(Abs(s - sqrt(Abs(i + sqrt(Abs(i)))))) ; B0 + sqrt(Abs(B2 + Abs(B1 + i)**(1/4))),s*sqrt(Abs(s - sqrt(Abs(i + sqrt(Abs(i)))))) ; sqrt(Abs(i + 45.333327736231)**(1/4) + 1.44921913207395) - 1.42903852469787
5480,0.5094657535545235,i*s**2 + s**3 ; B0 + i,i*s**2 + s**3 ; i + 0.708241547869318
5481,0.5068665002165363,s*sqrt(Abs(i)) + Abs(i)**(3/2) ; B0 + 2**(1/4)*i*Abs(r)**(1/4) - r,s*sqrt(Abs(i)) + Abs(i)**(3/2) ; 2**(1/4)*i*Abs(r)**(1/4) - r + 0.584501460680401
5482,0.5068049977628134,B0*s - s*sqrt(Abs(i - s)) ; B1*r - i,-s*sqrt(Abs(i - s)) + 1.13804600936447*s ; -i - 1.77037440269181*r
5483,0.5062815431934214,Abs(s)**(7/2) ; r,Abs(s)**(7/2) ; r
5484,0.5057078967144947,i**2*s + i*s ; B0*sqrt(Abs(r)),i**2*s + i*s ; 0.0735434638316975*sqrt(Abs(r))
5485,0.5057078967144947,i**2*s + i*s ; sqrt(Abs(r))*Abs(B0 + r)**(1/4),i**2*s + i*s ; sqrt(Abs(r))*Abs(r + 0.825329891874603)**(1/4)
5486,0.5039838632060394,-i*sqrt(Abs(s)) + Abs(i)**(1/4)*sqrt(Abs(s)) ; sqrt(Abs(B0*r + B1*i)),-i*sqrt(Abs(s)) + Abs(i)**(1/4)*sqrt(Abs(s)) ; sqrt(Abs(0.000879899968112561*i - 0.00102127327252823*r))
5487,0.5038315067937359,s*sqrt(Abs(B0*i + s)) ; B1 - i + r,s*sqrt(Abs(0.00548784907699288*i + s)) ; -i + r + 176.942853130005
5488,0.5026636848745855,2*i**2*s + s*Abs(i)**(3/2) ; i*r,2*i**2*s + s*Abs(i)**(3/2) ; i*r
5489,0.5014582573744676,s**3 ; B0 + B1*i,s**3 ; 0.00116158578162447*i + 41.9943638237838
5490,0.5014582573744676,s**3 ; B0*i,s**3 ; 0.00640085320138346*i
5491,0.5014582573744676,s**3 ; B0 + B1*r,s**3 ; 1.53384599402168*r + 0.000435628033541224
5492,0.5014582573744676,s**3 ; B0 + i,s**3 ; i + 0.000127064885171134
5493,0.5012832056003101,sqrt(Abs(i))*Abs(s)**(3/2) ; -i - r + Abs(r)**(3/2),sqrt(Abs(i))*Abs(s)**(3/2) ; -i - r + Abs(r)**(3/2)
5494,0.5006627129845559,B0 - Abs(s)**(1/4) ; r,1.01567808015189 - Abs(s)**(1/4) ; r
5495,0.4987257794287086,s*sqrt(Abs(B0 - s**2)) ; r,s*sqrt(Abs(s**2 - 0.310524614666888)) ; r
5496,0.496443674800723,s**3 ; B0 + 3**(1/4)*Abs(r)**(5/4),s**3 ; 3**(1/4)*Abs(r)**(5/4) + 74.5407581341735
5497,0.496443674800723,s**3 ; B0 + sqrt(Abs(B1 + r)),s**3 ; sqrt(Abs(r + 0.00210934957577432)) + 0.00037078226120623
5498,0.4962943657310183,B0*Abs(i)**(5/2) ; B1 - 3*i + r,6.31698774332276e-7*Abs(i)**(5/2) ; -3*i + r - 202.163211794105
5499,0.49406017990267187,Abs(i)**(1/4)*Abs(s)**(9/8) ; B0*i + i*r,Abs(i)**(1/4)*Abs(s)**(9/8) ; i*r + 3.07868776345493*i
5500,0.4936322471254226,2**(1/4)*Abs(i)**(1/4)*Abs(s)**(5/4) ; B0 + sqrt(Abs(B1 + B2*sqrt(Abs(i)))),2**(1/4)*Abs(i)**(1/4)*Abs(s)**(5/4) ; sqrt(Abs(0.238451665286865*sqrt(Abs(i)) - 5.38823131779602)) - 1.93315578565098
5501,0.4915840888895389,Abs(i)**(1/4)*Abs(s)**(3/2) ; i,Abs(i)**(1/4)*Abs(s)**(3/2) ; i
5502,0.4914792380527157,s**3 ; B0 + sqrt(Abs(i))*sqrt(Abs(r)),s**3 ; sqrt(Abs(i))*sqrt(Abs(r)) + 0.227838477356052
5503,0.4914792380527157,s**3 ; B0 + i + 2*r,s**3 ; i + 2*r + 29.9776258076347
5504,0.4914792380527157,s**3 ; B0 + i + r**2,s**3 ; i + r**2 + 0.000721083840093748
5505,0.49116909213608856,s*Abs(B0*i - i*s)**(1/4) ; B1*r + i*r + Abs(i)**(1/4)*Abs(r)**(5/4),s*Abs(i*s - 0.678023662267098*i)**(1/4) ; i*r + 0.00233632428496439*r + Abs(i)**(1/4)*Abs(r)**(5/4)
5506,0.49100051757251856,Abs(i)**(1/4)*Abs(s)**(9/8) ; B0*i + i**2*r + 2*i**2,Abs(i)**(1/4)*Abs(s)**(9/8) ; i**2*r + 2*i**2 + 2.66428434373621*i
5507,0.490670570517592,-i*sqrt(Abs(s)) + s ; B0 + B1*Abs(i - r)**(1/4),-i*sqrt(Abs(s)) + s ; 0.101252707742486 - 0.0933941098563262*Abs(i - r)**(1/4)
5508,0.49039794606551573,sqrt(Abs(i))*Abs(s)**(5/4) ; r*sqrt(Abs(B0 + sqrt(Abs(i**2 + r)))),sqrt(Abs(i))*Abs(s)**(5/4) ; r*sqrt(sqrt(Abs(i**2 + r)) + 0.146526997276795)
5509,0.49024076084373114,s**3 - s**2*sqrt(Abs(i)) ; sqrt(Abs(B0 + sqrt(Abs(r)))),s**3 - s**2*sqrt(Abs(i)) ; Abs(r)**(1/4)
5510,0.4878111047302986,B0*s*sqrt(Abs(i)) + i*s - s**2 ; B1 + i + Abs(i + r)**(1/4),i*s - s**2 + 3.08387119024638*s*sqrt(Abs(i)) ; i + Abs(i + r)**(1/4) - 0.205705297720479
5511,0.48752686009088275,-i*s + i - s ; B0 + i,-i*s + i - s ; i + 3.23108572372381
5512,0.4861672367449629,s*sqrt(Abs(B0 - i + s)) ; B1 + B2*sqrt(Abs(i)),s*sqrt(Abs(i - s + 0.0842668328052486)) ; 0.0879159971626301 - 0.00376027220664922*sqrt(Abs(i))
5513,0.4848063651691197,s*Abs(i)**(1/4) + Abs(i)**(5/4) ; B0 + i,s*Abs(i)**(1/4) + Abs(i)**(5/4) ; i + 0.342275756369194
5514,0.48399822791406105,-i*s**2 + s**4 ; B0 - i + sqrt(Abs(B1 - 2*i)),-i*s**2 + s**4 ; -i + sqrt(Abs(2*i + 3.62921853009455)) - 1.70751591576546
5515,0.48368668429813816,i*s**2 + s**2*sqrt(Abs(i)) ; r,i*s**2 + s**2*sqrt(Abs(i)) ; r
5516,0.48360286011287884,B0 - Abs(s)**(1/4) ; B1*i*r**2 + B2*i**2*r + B2*r*Abs(i)**(3/2),1.00358934845873 - Abs(s)**(1/4) ; 5.75021212460019*i**2*r + 9.28866547749738*i*r**2 + 5.75021212460019*r*Abs(i)**(3/2)
5517,0.4827413823274292,s*sqrt(Abs(i - s)) ; B0*sqrt(Abs(i)),s*sqrt(Abs(i - s)) ; 0.092177009533993*sqrt(Abs(i))
5518,0.48271920996060275,s*sqrt(Abs(B0*i + i**2 + s)) ; B1*sqrt(Abs(2*i - r)) + i,s*sqrt(Abs(i**2 - 1.4327641158173*i + s)) ; i - 0.694091281406569*sqrt(Abs(2*i - r))
5519,0.48140607719386824,-i*s + Abs(s)**(3/2) ; B0*r,-i*s + Abs(s)**(3/2) ; 0.00286812293494784*r
5520,0.48056436621337406,Abs(i)**(1/4)*Abs(s)**(9/8) ; B0*i + 2*i*r,Abs(i)**(1/4)*Abs(s)**(9/8) ; 2*i*r + 2.89840668833046*i
5521,0.47909425723167764,Abs(i)**(1/4)*Abs(s)**(7/4) ; i*r + r + Abs(r)**(5/4),Abs(i)**(1/4)*Abs(s)**(7/4) ; i*r + r + Abs(r)**(5/4)
5522,0.47669877901198454,B0*i*s + Abs(s)**(3/2) ; B1*r - i*r,-1.18590582033565*i*s + Abs(s)**(3/2) ; -i*r + 0.256826924195084*r
5523,0.47659959790915185,-i*s + s**2 ; r,-i*s + s**2 ; r
5524,0.4765110580362919,Abs(s)**(5/2) ; B0 + i + r,Abs(s)**(5/2) ; i + r + 6.51748268876456
5525,0.4765110580362919,Abs(s)**(5/2) ; r + Abs(r)**(3/2),Abs(s)**(5/2) ; r + Abs(r)**(3/2)
5526,0.47638007322915327,s*Abs(B0*i + i**2)**(1/4) ; B1*r + B2*i*r**2 + B3*i**2*r,s*Abs(i**2 - 0.321976336747712*i)**(1/4) ; 0.148697277546661*i**2*r + 0.0143291691636785*i*r**2 + 0.000178331181004979*r
5527,0.4761924368462638,B0*i*s + s**2 ; i*r,-0.772524736336068*i*s + s**2 ; i*r
5528,0.4744478941925877,s*sqrt(Abs(i)) ; sqrt(Abs(r)),s*sqrt(Abs(i)) ; sqrt(Abs(r))
5529,0.4744478941925877,s*sqrt(Abs(i)) ; sqrt(Abs(B0 + r)),s*sqrt(Abs(i)) ; sqrt(Abs(r))
5530,0.47406140260913887,-i + s + sqrt(Abs(B0 + i)) ; B1*r**3 + B2*i*r**2,-i + s + sqrt(Abs(i - 1.00982168499017)) ; 0.0021341948488734*i*r**2 + 0.148107413558426*r**3
5531,0.47282187189094144,s**2*Abs(i)**(1/8) ; r,s**2*Abs(i)**(1/8) ; r
5532,0.4727974119214269,-i*sqrt(Abs(s)) + Abs(s)**(3/2) ; Abs(2*r - sqrt(Abs(r)))**(1/8),-i*sqrt(Abs(s)) + Abs(s)**(3/2) ; Abs(2*r - sqrt(Abs(r)))**(1/8)
5533,0.4727443021213501,i**2*s + i*s**3 + i*s**2 ; -Abs(r)**(1/8),i**2*s + i*s**3 + i*s**2 ; -Abs(r)**(1/8)
5534,0.47265812962246107,B0 + i*s**2 + i*s ; B1 + Abs(r)**(5/4),i*s**2 + i*s + 0.000604727000968381 ; Abs(r)**(5/4) - 4.17191720367588e-7
5535,0.4714285342124264,B0*i*s + i**2*s**2 ; sqrt(Abs(i)),i**2*s**2 + 0.0388683041634723*i*s ; sqrt(Abs(i))
5536,0.4708946032796575,-i*s**2 + s**4 + s**3 ; i,-i*s**2 + s**4 + s**3 ; i
5537,0.47085538636032087,B0*i**2*s ; r + sqrt(Abs(B1 + r + sqrt(Abs(r)))),0.000269445666816107*i**2*s ; r + sqrt(Abs(r + sqrt(Abs(r)) + 0.0278602834081188))
5538,0.47011738540328424,s*sqrt(Abs(2*i*s + s**3)) ; B0 + B1*sqrt(Abs(i)),s*sqrt(Abs(2*i*s + s**3)) ; 1.54422569183149 - 2.11108173390356*sqrt(Abs(i))
5539,0.46895628802731754,s*sqrt(Abs(i - s)) ; B0*i**2,s*sqrt(Abs(i - s)) ; 0.357386936788914*i**2
5540,0.46739186512056613,s**3 ; B1*r*sqrt(Abs(B0 + i - r)) + r,s**3 ; 3.99677187179224*r*sqrt(Abs(i - r + 0.00867499005521665)) + r
5541,0.46739186512056613,s**3 ; B0 + B1*i*r + B1*r**2,s**3 ; 6.23039185389366*i*r + 6.23039185389366*r**2 + 0.33025420062361
5542,0.46588324006974857,Abs(i)**(1/8)*Abs(s)**(5/4) ; B0 + sqrt(Abs(B1*i - r)),Abs(i)**(1/8)*Abs(s)**(5/4) ; sqrt(Abs(2.401941573057*i + r)) - 0.344798323455282
5543,0.46412160300031974,-i**2*s + 2*i*s ; 2*r,-i**2*s + 2*i*s ; 2*r
5544,0.46271794646936043,s**3 ; B0*i + B1*Abs(i)**(3/2) + i*r,s**3 ; i*r + 35.944704503886*i + 0.180043513255496*Abs(i)**(3/2)
5545,0.46213066776373535,Abs(i)**(1/4)*Abs(s)**(5/4) ; r + sqrt(Abs(B0 - i)),Abs(i)**(1/4)*Abs(s)**(5/4) ; r + sqrt(Abs(i - 0.0688917886989941))
5546,0.46035631728717363,s*sqrt(Abs(i)) ; B0*r + i*r,s*sqrt(Abs(i)) ; i*r + 3.23018837282903*r
5547,0.45963498404988556,i*s + i*sqrt(Abs(2*i + s)) ; i,i*s + i*sqrt(Abs(2*i + s)) ; i
5548,0.459353143224054,i*s ; B0 - i + r**2,i*s ; -i + r**2 + 0.027528026940085
5549,0.4579574997387017,-i*s - i + s ; B0 + i - r,-i*s - i + s ; i - r + 0.0612940278368902
5550,0.45764436407467624,s*Abs(i)**(1/4) ; B0*i + B0*r + B1*sqrt(Abs(r)),s*Abs(i)**(1/4) ; 4.99058594054676*i + 4.99058594054676*r - 2.12511476255153*sqrt(Abs(r))
5551,0.45760519837108143,s*sqrt(Abs(i*s - s**2)) ; B0 + r,s*sqrt(Abs(i*s - s**2)) ; r + 0.0016511174740287
5552,0.4570038111424953,i*s**2 + s**3 ; B0*r**3 + B0*r + i,i*s**2 + s**3 ; i - 0.0231121471168227*r**3 - 0.0231121471168227*r
5553,0.456225696972335,B0*i**2*s + s**2 ; r**2,-1.37624058944289*i**2*s + s**2 ; r**2
5554,0.45603404678029597,2*i*s**2 + i*Abs(s)**(5/2) ; -Abs(r)**(1/8),2*i*s**2 + i*Abs(s)**(5/2) ; -Abs(r)**(1/8)
5555,0.45409205192238256,Abs(s)**(9/4) ; B0 + i,Abs(s)**(9/4) ; i + 25.6130718386922
5556,0.453410377452928,s*Abs(B0 - s)**(1/4) ; B1*i,s*Abs(s - 0.778570698590837)**(1/4) ; 5.70646375487474*i
5557,0.45315727485983504,Abs(s)**(5/2) ; sqrt(Abs(B0 + r*Abs(i)**(1/4) - r)),Abs(s)**(5/2) ; sqrt(Abs(r*Abs(i)**(1/4) - r + 0.000265706806839777))
5558,0.45140576489888723,3*i*s ; i,3*i*s ; i
5559,0.4507428894648309,s*sqrt(Abs(i)) + Abs(i)**(3/2) ; B0 + i - r,s*sqrt(Abs(i)) + Abs(i)**(3/2) ; i - r + 0.545129527510129
5560,0.4506092191738101,s*sqrt(Abs(i - Abs(B0 + s)**(1/4))) ; B1 + B2*sqrt(Abs(i)),s*sqrt(Abs(i - Abs(s - 0.318819049775804)**(1/4))) ; 0.740158051203269*sqrt(Abs(i)) - 0.503055476948669
5561,0.44861102253894136,s*sqrt(Abs(2*i*s - s)) ; B0 + r,s*sqrt(Abs(2*i*s - s)) ; r + 0.000825765344853574
5562,0.4484614739344813,s*sqrt(Abs(B0 + i - s)) ; B1*r,s*sqrt(Abs(i - s + 0.57856222837292)) ; 0.000920752572563701*r
5563,0.44719621032614876,Abs(i)**(1/4)*Abs(s)**(3/2) ; B0*r**2*Abs(i)**(1/4),Abs(i)**(1/4)*Abs(s)**(3/2) ; 0.000294772401466039*r**2*Abs(i)**(1/4)
5564,0.44719621032614876,Abs(i)**(1/4)*Abs(s)**(3/2) ; B0*r - i*r**2,Abs(i)**(1/4)*Abs(s)**(3/2) ; -i*r**2 + 0.000140217524338495*r
5565,0.44719458298592873,Abs(i)**(1/4)*Abs(s)**(9/8) ; B0*i - i**2 + i*r,Abs(i)**(1/4)*Abs(s)**(9/8) ; -i**2 + i*r + 3.67829557356905*i
5566,0.44638771098820407,s*sqrt(Abs(s - sqrt(Abs(i))*Abs(s)**(1/4))) ; Abs(-B0 + r + sqrt(Abs(r)))**(1/4),s*sqrt(Abs(s - sqrt(Abs(i))*Abs(s)**(1/4))) ; Abs(r + sqrt(Abs(r)) - 0.00117459283248071)**(1/4)
5567,0.4450553866801522,s**2 ; i,s**2 ; i
5568,0.4450553866801522,s**2 ; r,s**2 ; r
5569,0.4450553866801522,s**2 ; Abs(r)**(1/4),s**2 ; Abs(r)**(1/4)
5570,0.4450553866801522,s**2 ; sqrt(Abs(r)),s**2 ; sqrt(Abs(r))
5571,0.4450553866801522,s**2 ; B0 + i,s**2 ; i + 0.000362212976182765
5572,0.4450553866801522,s**2 ; 2*i,s**2 ; 2*i
5573,0.4450553866801522,s**2 ; i + r,s**2 ; i + r
5574,0.4434081013698923,B0*i**3 - i**2*s + s ; i,-1.61789572421799*i**3 - i**2*s + s ; i
5575,0.44099370339860067,sqrt(Abs(B0*i*s + i*s**2)) ; i**4 + Abs(i)**(7/2),sqrt(Abs(i*s**2 - 7.93730745449692e-9*i*s)) ; i**4 + Abs(i)**(7/2)
5576,0.44060483281335067,s**2 ; i + sqrt(Abs(r)),s**2 ; i + sqrt(Abs(r))
5577,0.44060483281335067,s**2 ; sqrt(Abs(B0 + r)),s**2 ; sqrt(Abs(r + 0.0410891816120261))
5578,0.44060483281335067,s**2 ; B0 + sqrt(Abs(r)),s**2 ; sqrt(Abs(r)) + 6.23307481785707
5579,0.44060483281335067,s**2 ; r + sqrt(Abs(i)),s**2 ; r + sqrt(Abs(i))
5580,0.4404695948673049,-i*s + i - sqrt(Abs(i)) ; B0 + B1*i*r + r,-i*s + i - sqrt(Abs(i)) ; 0.529751549052907*i*r + r + 0.382093165552376
5581,0.43916439066599117,-i*s - i + s ; B0 + i,-i*s - i + s ; i - 0.0462958730463022
5582,0.4384975578453421,i*s**3 + Abs(s)**(7/2) ; sqrt(Abs(B0*r + r*sqrt(Abs(i + r)))),i*s**3 + Abs(s)**(7/2) ; sqrt(Abs(r*sqrt(Abs(i + r)) + 0.743201622009016*r))
5583,0.43782578301270036,s*sqrt(Abs(B0 + i - s)) ; B1 - 2*i*r + r,s*sqrt(Abs(i - s + 0.583358034600371)) ; -2*i*r + r + 0.00876219668911038
5584,0.43622818379452266,2*i*s**2 - i*s + s**2 ; B0 + i,2*i*s**2 - i*s + s**2 ; i + 2.79740580940511
5585,0.43619878448521715,s**2 ; B0*i**2,s**2 ; 0.0131681209940283*i**2
5586,0.43619878448521715,s**2 ; B0 + B1*i,s**2 ; 0.0546964778030752*i + 0.0412730954067093
5587,0.43619878448521715,s**2 ; Abs(i - r)**(1/4),s**2 ; Abs(i - r)**(1/4)
5588,0.43619878448521715,s**2 ; i*r + i,s**2 ; i*r + i
5589,0.43619878448521715,s**2 ; B0 + i + r,s**2 ; i + r + 0.000117493433610581
5590,0.43619878448521715,s**2 ; B0 + B1*r,s**2 ; 0.13721938151665*r + 14.1499087646434
5591,0.43619878448521704,-i*s + s ; r,-i*s + s ; r
5592,0.43619878448521704,-i*s + s ; B0 + 2*r,-i*s + s ; 2*r
5593,0.4360726329339697,-i*s**2 + 2*i*s + s**2 ; B0*i**2 + B1*i**2*r + B1*i*r**2,-i*s**2 + 2*i*s + s**2 ; 2.6075149341992*i**2*r + 5.21197397451068*i**2 + 2.6075149341992*i*r**2
5594,0.4355252477096661,B0*s + 2*i*s ; Abs(i)**(3/2)*sqrt(Abs(r))*Abs(B1 + r)**(1/4),2*i*s - 0.0388062067978233*s ; Abs(i)**(3/2)*sqrt(Abs(r))*Abs(r + 0.00117968014473789)**(1/4)
5595,0.4351530626123167,2**(1/4)*Abs(i)**(1/4)*Abs(s)**(3/2) ; i,2**(1/4)*Abs(i)**(1/4)*Abs(s)**(3/2) ; i
5596,0.431836796640365,s**2 ; B0*sqrt(Abs(i)) + r,s**2 ; r + 0.666466178911293*sqrt(Abs(i))
5597,0.431836796640365,s**2 ; i*sqrt(Abs(B0 + i)),s**2 ; i*sqrt(Abs(i + 3.59326871788776))
5598,0.431836796640365,s**2 ; sqrt(Abs(B0 + B1*i)),s**2 ; sqrt(Abs(0.0183329724131738*i + 0.120261689484221))
5599,0.431836796640365,s**2 ; B0 + sqrt(Abs(i - r)),s**2 ; sqrt(Abs(i - r)) + 0.00193418741888475
5600,0.431836796640365,s**2 ; B0 + B1*sqrt(Abs(i)),s**2 ; 0.000837301601254488*sqrt(Abs(i)) + 0.000293190987016274
5601,0.4305829676245032,i*s + s**2 ; B0 + i,i*s + s**2 ; i + 0.742597068411153
5602,0.42848477414955516,s*sqrt(Abs(i**2*s - s**2)) ; i**2*r,s*sqrt(Abs(i**2*s - s**2)) ; i**2*r
5603,0.4272813485666918,B0*sqrt(Abs(s)) - Abs(s)**(3/2) ; sqrt(Abs(B1*r + i)),-Abs(s)**(3/2) + 0.980141648092147*sqrt(Abs(s)) ; sqrt(Abs(i + 0.18080695762334*r))
5604,0.4261033461168065,s*sqrt(Abs(i - s)) ; B0 - r,s*sqrt(Abs(i - s)) ; 0.0243999581985929 - r
5605,0.42479134932311563,s*sqrt(Abs(i)) ; 2*i*r**2 + i*r,s*sqrt(Abs(i)) ; 2*i*r**2 + i*r
5606,0.4247913493231156,sqrt(Abs(s**3 - s**2)) ; B0*i**3 + B0*i**2*sqrt(Abs(r)),sqrt(Abs(s**3 - s**2)) ; 0.000478314652484677*i**3 + 0.000478314652484677*i**2*sqrt(Abs(r))
5607,0.42444867452796303,sqrt(Abs(B0 - sqrt(Abs(i)))) ; B1 - i,sqrt(Abs(sqrt(Abs(i)) - 10.0000579813281)) ; 216.585106025699 - i
5608,0.42398383843895804,-i**2 - i*s + i*sqrt(Abs(s)) + Abs(s)**(3/2) ; i,-i**2 - i*s + i*sqrt(Abs(s)) + Abs(s)**(3/2) ; i
5609,0.42354243371653105,Abs(i)**(1/16)*Abs(s)**(3/2) ; i*sqrt(Abs(B0 + r)),Abs(i)**(1/16)*Abs(s)**(3/2) ; i*sqrt(Abs(r + 1.43850821432196))
5610,0.4225897166581891,B0*s + 2*i*s ; sqrt(Abs(B1*r*sqrt(Abs(i)) - i*r + r**2)),2*i*s - 0.0388071331319271*s ; sqrt(Abs(-i*r + r**2 + 64.2427489577447*r*sqrt(Abs(i))))
5611,0.42099590766343653,s*sqrt(Abs(s*sqrt(Abs(i)) + Abs(i)**(3/2))) ; i,s*sqrt(Abs(s*sqrt(Abs(i)) + Abs(i)**(3/2))) ; i
5612,0.42053185974367524,B0*s - s**2 + s*Abs(i)**(3/4) ; r**2*Abs(i)**(3/2) - r,-s**2 + s*Abs(i)**(3/4) + 0.928264606259978*s ; r**2*Abs(i)**(3/2) - r
5613,0.4191602836898465,B0*i - i*s + s ; r,-i*s + 0.000878118080185829*i + s ; r
5614,0.4163380014715856,s*sqrt(Abs(i)) ; B0*i*r + B1*i**2*r - r**2,s*sqrt(Abs(i)) ; 0.107945080130436*i**2*r + 0.0064546836104538*i*r - r**2
5615,0.4163380014715856,s*sqrt(Abs(s - sqrt(Abs(i + s)))) ; B0*i*r**2 - i*r**3 + r,s*sqrt(Abs(s - sqrt(Abs(i + s)))) ; -i*r**3 + 0.0105102712793448*i*r**2 + r
5616,0.41600538353422933,sqrt(Abs(B0 - sqrt(Abs(i)))) ; B1*Abs(i - r)**(1/4),sqrt(Abs(sqrt(Abs(i)) - 9.99994121938616)) ; 549.400489397917*Abs(i - r)**(1/4)
5617,0.4156725526306191,s*Abs(i)**(3/8) ; B0*r - i*r,s*Abs(i)**(3/8) ; -i*r + 0.0127742967747759*r
5618,0.414820703823916,s**2 ; i*sqrt(Abs(B0 + r)) - 2*i,s**2 ; i*sqrt(Abs(r + 9.25856528148083)) - 2*i
5619,0.414820703823916,s**2 ; sqrt(Abs(B0 + B1*Abs(i)**(1/8))),s**2 ; sqrt(0.00441510273882652*Abs(i)**(1/8) + 0.470592477095531)
5620,0.4145389764220471,s*sqrt(Abs(2*i*s - s**2)) ; B0*sqrt(Abs(i)) - i - r,s*sqrt(Abs(2*i*s - s**2)) ; -i - r + 0.0453954444083737*sqrt(Abs(i))
5621,0.4139893268468415,B0*i*s + B1*i*s**2 + i**2*s**2 ; Abs(i)**(1/4),i**2*s**2 - 0.0142029265628212*i*s**2 + 0.0476520848463132*i*s ; Abs(i)**(1/4)
5622,0.4134577234851045,s*sqrt(Abs(i*s - s**2)) ; i,s*sqrt(Abs(i*s - s**2)) ; i
5623,0.4116666378804345,-2*s**2 + s*sqrt(Abs(B0 + i)) ; i,-2*s**2 + s*sqrt(Abs(i + 3.84568186064686)) ; i
