rank,reward,equations,equations_with_constants
4633,0.02760967715285204,B0 + B1*s ; i*r**2 + i*r + r**3 - r**2,0.392485605589935*s - 0.343626815203802 ; i*r**2 + i*r + r**3 - r**2
4634,0.027609674826047127,B0*i + B1*s ; B2*r + B3*i*Abs(r)**(3/2) + B4*i**2*r,-0.343745511624563*i + 0.0488732404491996*s ; 0.36686025643112*i**2*r + 3.25579911953388*i*Abs(r)**(3/2) + 0.0153222270488542*r
4635,0.027609510753615674,B0*s - i*Abs(s)**(3/2) ; B1*r**2 - i*r**2 + Abs(r)**(5/2),-i*Abs(s)**(3/2) + 0.114971523726415*s ; -i*r**2 + 0.0510835788607796*r**2 + Abs(r)**(5/2)
4636,0.027603781223838317,B0 - sqrt(Abs(B1 + s)) ; B2*i*r + B3*i**2*r + i*r**2,1.28444587391087 - sqrt(Abs(s - 2.52531219850193)) ; 0.000106646911470987*i**2*r + i*r**2 + 0.0129902366952952*i*r
4637,0.02760356901083809,B0*i*sqrt(Abs(i - s)) ; B1*r + r**2,-2.84014547090342*i*sqrt(Abs(i - s)) ; r**2 + 12.4013873224446*r
4638,0.027583270845680435,B0*i + B1*i**2 - i**3 + i**2*s ; B2*r + B3*r**2 + i*r,-i**3 + i**2*s - 5.40817929379977*i**2 + 0.586607286814652*i ; i*r + 3.91501430607067*r**2 + 5.60994583050948*r
4639,0.02756824920094163,B0*s + B1*i*s ; B2*r + B3*i*r + i*r**2 + r**2,-0.43531980088856*i*s + 0.0541329898422401*s ; i*r**2 + 0.0700687344952014*i*r + r**2 + 60.5833982667517*r
4640,0.02756824601259291,B0*s + B1*s**2 + B2*i*s ; B3*r**2 + B4*Abs(r)**(5/2) + i*r**2,-0.117237479419729*i*s + 0.317254903192602*s**2 - 0.263222377590967*s ; i*r**2 + 0.00260503080352254*r**2 + 0.000107024953724566*Abs(r)**(5/2)
4641,0.02756271966630629,s*sqrt(Abs(i)) ; B0*i + B1*i**2,s*sqrt(Abs(i)) ; 14.2284322437084*i**2 - 1.73057992856443*i
4642,0.02755781001731642,B0*i + B1*i**2 + 2*i**3 ; B2*r,2*i**3 - 5.23934737719731*i**2 + 0.627480045667738*i ; 0.804939505144441*r
4643,0.027523769212299737,B0*sqrt(Abs(i)) + B1*s ; i**3*r + i**2*r**2 + i*r,0.0824751608345197*s - 0.204879825985582*sqrt(Abs(i)) ; i**3*r + i**2*r**2 + i*r
4644,0.027521280695255872,B0 - i + sqrt(Abs(s)) ; B1*r + i*r - r**2 + r*sqrt(Abs(i)),-i + sqrt(Abs(s)) - 0.81518439502653 ; i*r - r**2 + r*sqrt(Abs(i)) + 0.0220722782837824*r
4645,0.027518398781812843,B0*s - i*s ; B1*r + B2*i*r + B3*i*r**2,-i*s + 0.122504132126551*s ; 0.692063008481398*i*r**2 + 0.000278398876955097*i*r + 0.00317264766440515*r
4646,0.027518389167146006,B0*s + s**2 ; B1*r**2 + 2*i*r**2,s**2 - 0.877458560308576*s ; 2*i*r**2 + 0.0160865661797827*r**2
4647,0.02751483375353813,B0*s - 2*i*s ; -i*sqrt(Abs(r)) + 3*Abs(r)**(3/2),-2*i*s + 0.243570912086411*s ; -i*sqrt(Abs(r)) + 3*Abs(r)**(3/2)
4648,0.02748195372237821,i*s + s ; B0*i + B1*i*r + i*r**2,i*s + s ; i*r**2 - 4.19485122024975*i*r + 2.91382568225356*i
4649,0.027478141913693018,B0*i - i**2 + s ; B1*r + B2*i*r + B3*i*Abs(r)**(3/2),-i**2 - 0.881976579786986*i + s ; 1.43840790409031*i*r + 0.00467804253375074*i*Abs(r)**(3/2) + 8.33701065221748*r
4650,0.027476617779581398,B0 - i + s**3 ; B1*r + r*sqrt(Abs(r - sqrt(Abs(i)))),-i + s**3 - 0.360437480823439 ; r*sqrt(Abs(r - sqrt(Abs(i)))) + 0.0338658841931127*r
4651,0.02745676080246714,B0 - i ; 2*i**2*r + i*r**2,0.122321155257179 - i ; 2*i**2*r + i*r**2
4652,0.02745675847022003,B0 + s ; B1*i*r + 2*i*r**2,s - 0.877657971054646 ; 2*i*r**2 + 0.0828782970504914*i*r
4653,0.027451390435474784,-i + Abs(B0 + B1*sqrt(Abs(s)))**(1/4) ; i*r**2 - i + r**2,-i + Abs(0.00185385185802729*sqrt(Abs(s)) - 0.00183469325086941)**(1/4) ; i*r**2 - i + r**2
4654,0.02744918077820926,i + s ; B0 - i*r + i*sqrt(Abs(B1 + 2*i)),i + s ; -i*r + i*sqrt(Abs(2*i + 8.39581639657811)) - 0.23572300531687
4655,0.02744652321927745,B0*s ; Abs(i)**(3/2),0.0549381618465745*s ; Abs(i)**(3/2)
4656,0.02743819096951272,B0 - sqrt(Abs(B1 - i)) ; B2*i**2 + i**3 - i**2*r,0.234872217326455 - sqrt(Abs(i - 0.0671876610389102)) ; i**3 - i**2*r + 0.0964329496523757*i**2
4657,0.027435647713904658,B0*i ; i*sqrt(Abs(B1 + sqrt(Abs(i)))),0.400063710812832*i ; i*sqrt(Abs(sqrt(Abs(i)) - 0.191888709584672))
4658,0.027431185003168584,B0*s - s**2 ; B1*i*Abs(r)**(3/2) + i**2*r,-s**2 + 3.08177976256203*s ; i**2*r + 0.650543203162343*i*Abs(r)**(3/2)
4659,0.027430283516357432,B0*s + i*s ; B1*r**2 + B2*r**3,i*s + 2.08207503766626*s ; 4.86344972384754*r**3 + 0.000795512855979613*r**2
4660,0.02742414944856202,B0*s + B1*sqrt(Abs(i))*Abs(s)**(3/2) ; B2*r + 2*i**2*r - i*r,0.115922635673403*s - 0.351791626916079*sqrt(Abs(i))*Abs(s)**(3/2) ; 2*i**2*r - i*r + 0.00956350471145534*r
4661,0.027424085775741295,i*sqrt(Abs(i*s - s**2)) + s ; B0*i + B1*i**2,i*sqrt(Abs(i*s - s**2)) + s ; 5.55678208397771*i**2 - 0.70102788963944*i
4662,0.027421706466091742,B0*s + 2*i*s + s**2 ; B1 + B2*sqrt(Abs(i)),2*i*s + s**2 - 1.39103242120607*s ; 2.0884526422595*sqrt(Abs(i)) - 0.726758914522176
4663,0.027416495042787932,B0 + B1*Abs(i)**(1/8) ; B2*r + 3*i*r + r**2,0.350990997791917 - 0.455644715568701*Abs(i)**(1/8) ; 3*i*r + r**2 + 0.0203523464487259*r
4664,0.027403139835471955,B0 + B1*i ; i + r - Abs(r)**(3/2),0.186911035539595 - 1.41084332481278*i ; i + r - Abs(r)**(3/2)
4665,0.027392064151453416,B0 - i + s ; 2*i**2*r + i*r - r,-i + s - 0.755622571805722 ; 2*i**2*r + i*r - r
4666,0.02739206414480215,B0 - i + s ; B1*r + i**2*r + i*r + r**2,-i + s - 0.755624802034778 ; i**2*r + i*r + r**2 + 0.939346693289428*r
4667,0.02737308180400893,B0*s + i*s**2 + s**2 ; i*r + Abs(r)**(3/2),i*s**2 + s**2 - 0.982900342611046*s ; i*r + Abs(r)**(3/2)
4668,0.027351953374321798,B0*s**2 - i*s**2 + Abs(s)**(9/4) ; -i**2 - i*r + Abs(i)**(3/2),-i*s**2 - 0.783199088048616*s**2 + Abs(s)**(9/4) ; -i**2 - i*r + Abs(i)**(3/2)
4669,0.027328053661947772,B0*i + B1*i*s - i*s**2 ; B2*r + i*r,-i*s**2 + 19.0786165582171*i*s - 14.7238192731325*i ; i*r + 0.0931384086993418*r
4670,0.02730491600504048,B0*i**2 + i*s + 2*s ; B1*i*r + i**2*r,-0.0892430388842001*i**2 + i*s + 2*s ; i**2*r + 0.0247363917436204*i*r
4671,0.02730289467188463,B0*i - i**2 + i*s + s ; B1*i**2*r**2 + B1*i*r,-i**2 + i*s - 0.993936180665001*i + s ; 0.504795698830539*i**2*r**2 + 0.504795698830539*i*r
4672,0.027277183577934697,s*sqrt(Abs(B0 + s)) ; i**2*r - i*r**2,s*sqrt(Abs(s + 10.0858069095768)) ; i**2*r - i*r**2
4673,0.02727182268956543,B0*s - i*s - i ; B1*i**2 - i,-i*s - i + 0.447053504804955*s ; 7.9008769346254*i**2 - i
4674,0.02725992418170597,B0*s + s*sqrt(Abs(B1 - i)) ; 2*i**3 - i**2*r,s*sqrt(Abs(i - 0.1680355968144)) - 0.211682405250431*s ; 2*i**3 - i**2*r
4675,0.027256719926376002,B0*i + B1*i*s - i**2 ; B2*i*r - 2*i**2*r + i*r**2,-i**2 - 5.79513131917558*i*s + 2.89896143328183*i ; -2*i**2*r + i*r**2 + 99.2720540936306*i*r
4676,0.02723928053321065,B0 + sqrt(Abs(i - s + sqrt(Abs(i)))) ; r,sqrt(Abs(i - s + sqrt(Abs(i)))) - 0.65646553453606 ; r
4677,0.027217784884992935,-i*s + s**2 ; B0 - i - 2*r,-i*s + s**2 ; -i - 2*r + 1.59206358571191
4678,0.027210651640404114,B0*i*s + B0*s**2 + B1*i**2*s ; -i**2 + i*sqrt(Abs(i - r)),-4.78517812693198*i**2*s + 0.0820038319416601*i*s + 0.0820038319416601*s**2 ; -i**2 + i*sqrt(Abs(i - r))
4679,0.02720654761476638,s ; B0*Abs(i)**(3/2) + B1*i**2,s ; 9.45765707817259*i**2 - 3.306930137982*Abs(i)**(3/2)
4680,0.02719936720899841,B0*i + B1*s + i**2 - 2*i*s + s**2 ; B2*r**2 - i*r,i**2 - 2*i*s + 0.193054636635495*i + s**2 - 1.03017034585237*s ; -i*r + 6.53468274705569*r**2
4681,0.027184456704372844,B0 + i*sqrt(Abs(B1 + i)) ; B2*r,i*sqrt(Abs(i - 0.154139266435815)) - 0.00375110066654073 ; 3.99609105944596*r
4682,0.027182192949572803,B0 + s ; B1*r - i*r + r**2 + r*sqrt(Abs(i - r)),s - 0.877672047042752 ; -i*r + r**2 + r*sqrt(Abs(i - r)) + 0.00341468835140102*r
4683,0.02718219176199355,B0 + s ; B1*r**2 + B2*i*r + B2*Abs(r)**(5/2),s - 0.877662403528297 ; 0.538092058523393*i*r + 38.6923188941454*r**2 + 0.538092058523393*Abs(r)**(5/2)
4684,0.02717699757127864,B0 - sqrt(Abs(s)) ; B1*i,0.990663719512715 - sqrt(Abs(s)) ; 0.428184721500019*i
4685,0.027173498744565854,B0 + B1*s**2 + s ; 3*i*r**2 + i*r,0.562363088530948*s**2 + s - 3.00022273180473 ; 3*i*r**2 + i*r
4686,0.027170505817651704,B0*s + B1*i*s - i**2*s - s**2 ; B2*i**2*sqrt(Abs(r)),-i**2*s - 3.57753174222713*i*s - s**2 + 1.33018872450189*s ; 0.248981085642702*i**2*sqrt(Abs(r))
4687,0.02715627224180008,s ; B0*i + B1*i**2 + i**2*r,s ; i**2*r + 5.85541044206712*i**2 - 0.84789960086319*i
4688,0.027138218019786796,B1*sqrt(Abs(B0*s - s**2)) ; B2*r + sqrt(Abs(B3 - i)),0.152174612241301*sqrt(Abs(s**2 - 0.0093948294684425*s)) ; -0.272489200630112*r + sqrt(Abs(i - 0.032067906017292))
4689,0.02713537089123426,i*s + i*sqrt(Abs(B0*i + i*s)) ; B1 + B2*Abs(i)**(1/4),i*s + i*sqrt(Abs(i*s - 0.551498929231317*i)) ; 1.95302630360645*Abs(i)**(1/4) - 1.1240838784049
4690,0.027115951572476354,B0 + B1*i ; B2 - i*r + i,0.646337464827637 - 4.72431849347237*i ; -i*r + i + 0.529816447058515
4691,0.027110027005709646,B0*sqrt(Abs(s)) - Abs(s)**(3/2) ; B1*sqrt(Abs(i)) - r*sqrt(Abs(i)),-Abs(s)**(3/2) + 1.2066861119004*sqrt(Abs(s)) ; -r*sqrt(Abs(i)) + 2.09129250432305*sqrt(Abs(i))
4692,0.02706664798032931,B0 - i*s ; B1 + i*r + r,-i*s - 2.70936914691075 ; i*r + r - 0.0389513758133519
4693,0.02706297509675177,B0 + B1*i + B2*sqrt(Abs(s)) ; B3*r**2 + B4*r**3 + B5*i*r**2,-0.287499329535375*i + 0.196018468033475*sqrt(Abs(s)) - 0.147617039595606 ; 0.00945533211798556*i*r**2 + 9.5912392589343*r**3 + 0.000324343569329933*r**2
4694,0.02706024849628829,B0 + B1*i - s ; B2*i*r + B3*i*r**2 + B4*i**2*r,-1.39200162398154*i - s + 1.04879954261252 ; 0.14449673777618*i**2*r + 0.80728149645723*i*r**2 + 2.03582512818848*i*r
4695,0.027060248266138946,B0 + B1*i + s ; B2*i*r - i**2*r**2 + r**2*Abs(i)**(3/2),-1.49260088903303*i + s - 0.68969857143877 ; -i**2*r**2 + 6.16390164150869*i*r + r**2*Abs(i)**(3/2)
4696,0.027060247810922377,B0*i + B1*s ; B2*i*r**2 + i**2*r + i*Abs(r)**(5/2),-2.18235214739746*i + 0.310302666560223*s ; i**2*r + 41.7446151864294*i*r**2 + i*Abs(r)**(5/2)
4697,0.027060245264784056,B0 + B1*i + B2*s ; B3*i*r**2 + r**3 + r**2*Abs(i)**(3/2),60.5917186458695*i + 60.9841554926014*s - 60.9353031191819 ; 3.35941208227105*i*r**2 + r**3 + r**2*Abs(i)**(3/2)
4698,0.027060243603913195,B0 + B1*s ; B2*i*r - i**2*r**2 + r*Abs(i)**(5/2),0.391354651540846*s - 0.342633525923512 ; -i**2*r**2 + 11.6627090486774*i*r + r*Abs(i)**(5/2)
4699,0.027056927161843734,B0*i + B1*i**2*s + B1*i*s + B1*s**2 ; r**2,0.049237104733838*i**2*s + 0.049237104733838*i*s - 0.351682308824207*i + 0.049237104733838*s**2 ; r**2
4700,0.027049873128371163,B0 + B1*Abs(s)**(3/2) ; i*r**2 + 2*r**3 + r**2,0.276871021256864*Abs(s)**(3/2) - 0.226826233612497 ; i*r**2 + 2*r**3 + r**2
4701,0.027039812781548496,B0*i**2 + s ; B1*i*r + i*r**2 + r**2,-1.99249980109212*i**2 + s ; i*r**2 + 0.149440793064528*i*r + r**2
4702,0.027027508672491138,B0 + sqrt(Abs(B1 - i + sqrt(Abs(i))*sqrt(Abs(s)))) ; -i*r**2 + 2*i*r + r**3,sqrt(Abs(i - sqrt(Abs(i))*sqrt(Abs(s)) + 0.29009687903438)) - 0.291328407093684 ; -i*r**2 + 2*i*r + r**3
4703,0.02701850523536812,B0*i - 2*i**2 + 3*i*s ; B1*r + B2*i*r,-2*i**2 + 3*i*s - 2.3723490999637*i ; 9.43755684233574*i*r + 0.000504121196921003*r
4704,0.02700965767027586,B0*Abs(s)**(3/2) + B1*s**2 ; B2*r + B3*i*r + B4*i*r**2 - r**2,0.86365692336251*s**2 - 0.808190427824851*Abs(s)**(3/2) ; 0.0110938019976306*i*r**2 + 0.0329751051612961*i*r - r**2 + 0.0347576898418311*r
4705,0.027001037537382755,s**2*Abs(B0 + s)**(1/4) - s**2 ; B1*r + 3*i*r,s**2*Abs(s + 0.12420327341266)**(1/4) - s**2 ; 3*i*r + 0.000170492489414517*r
4706,0.026986642070562235,s*sqrt(Abs(i)) ; B0*i**2 - i**3 - 2*i**2*r,s*sqrt(Abs(i)) ; -i**3 - 2*i**2*r + 2.04980587798413*i**2
4707,0.0269487818911214,B0*sqrt(Abs(s)) + s ; B1*i*r**2 + i*r**3 + r**3,s - 0.936062862496078*sqrt(Abs(s)) ; i*r**3 + 1.71359135985722*i*r**2 + r**3
4708,0.026945494992748023,s**2 + sqrt(Abs(i))*Abs(s)**(5/4) ; B0*i + B1*i*r,s**2 + sqrt(Abs(i))*Abs(s)**(5/4) ; -1.96439463299334*i*r + 1.72816044775533*i
4709,0.026939297069725757,B0*s + B1*s**2 + B2*i*s - i*s**2 ; B3*r*sqrt(Abs(i)),-i*s**2 + 0.274300591848727*i*s - 0.057489704853903*s**2 + 0.124982822429282*s ; 0.00271352035459646*r*sqrt(Abs(i))
4710,0.026923844445166528,s**2*sqrt(Abs(B0 - s**2)) ; B2*sqrt(Abs(B1 - r)) - r*sqrt(Abs(B1 - r)),s**2*sqrt(Abs(s**2 - 1.33839430073973)) ; -r*sqrt(Abs(r - 0.800147198482103)) + 0.859424837012285*sqrt(Abs(r - 0.800147198482103))
4711,0.02691097592941889,B0*i**2 - i*s + s ; i*r,-1.86498940356462*i**2 - i*s + s ; i*r
4712,0.026889456263358185,i*s + s**2 + s*sqrt(Abs(B0 + s)) ; B1*i + B1*r + i**2 + i*r,i*s + s**2 + s*sqrt(Abs(s - 1.91721265987107)) ; i**2 + i*r - 0.122051904521743*i - 0.122051904521743*r
4713,0.02688530442375172,B0*s + 2*i*s + s**2 ; i**2*sqrt(Abs(r)),2*i*s + s**2 + 1.08178021826471*s ; i**2*sqrt(Abs(r))
4714,0.02688528562525143,B0*s + i*s + s*Abs(i + s)**(1/4) ; B1*r**2 + i*r,i*s + s*Abs(i + s)**(1/4) + 1.08173722334393*s ; i*r + 0.000381050560687729*r**2
4715,0.02687847685120185,B0*s + i*s + s*Abs(i + s)**(1/4) ; B1*Abs(r)**(3/2) + i*r,i*s + s*Abs(i + s)**(1/4) + 1.08259991246448*s ; i*r + 0.180715058404718*Abs(r)**(3/2)
4716,0.026870227896149186,B0*i + B1*i*s ; B3*sqrt(Abs(B2 + r)),-0.0099260186553208*i*s - 0.0208253690767795*i ; -0.0169090824984653*sqrt(Abs(r + 0.157350424064157))
4717,0.02685093896911958,B0 + B1*i**2 + s ; B2*i*r + B3*i**2*r - i**2*r**2,2.51282257443596*i**2 + s - 0.914723924894162 ; -i**2*r**2 + 38.1250550230618*i**2*r + 0.0209962118020838*i*r
4718,0.026800662923774896,i*sqrt(Abs(i*s - s**2)) + s ; B0 + B1*i,i*sqrt(Abs(i*s - s**2)) + s ; 2.60073088624182*i - 0.311936457889711
4719,0.02679314334870122,B0*i*s + 2*s**2 ; B1*r + B2*r**3,3.23997491030131*i*s + 2*s**2 ; 0.212095189225315*r**3 + 3.78873994267559*r
4720,0.026793143269545645,B0*i*s + 2*s**2 ; B1*i**2*r + i*r,3.23998053652448*i*s + 2*s**2 ; 0.825355123644689*i**2*r + i*r
4721,0.02679314040125566,B0*i*s + 2*s**2 ; B1*r + B2*i*r,3.24003642322043*i*s + 2*s**2 ; 0.000345701147310439*i*r + 0.357117634857672*r
4722,0.026793138224150366,B0*i*s + 2*s**2 ; B1*r + B2*i**2*r,3.23987372467712*i*s + 2*s**2 ; 2.94723863356386*i**2*r + 0.000370383131601914*r
4723,0.026770478172776124,sqrt(Abs(i)) ; B0*i + sqrt(Abs(r)),sqrt(Abs(i)) ; 2.49961064069552*i + sqrt(Abs(r))
4724,0.026749443339982405,B0*s + B1*i*s**2 + B1*s**3 - i*s ; r**2,-0.565342679404981*i*s**2 - i*s - 0.565342679404981*s**3 + 0.619394925311868*s ; r**2
4725,0.02673163889971337,s ; B0*i + B1*i**2 + i*r,s ; 6.82638640567117*i**2 + i*r - 1.7134536784031*i
4726,0.026689051876870724,B0 + B1*i*s + i*s**2 ; B3*Abs(B2 + r*sqrt(Abs(i)))**(1/4),i*s**2 - 0.0338928209663054*i*s + 0.0075243400786548 ; 0.0193252489909563*Abs(r*sqrt(Abs(i)) + 1.144465643254)**(1/4)
4727,0.026641256306798294,-i + sqrt(Abs(B0 + i + s)) ; B1*r**2 + B1*Abs(r)**(5/2) + B2*i*r**2,-i + sqrt(Abs(i + s - 1.01495108480619)) ; 0.148196152099112*i*r**2 + 0.000111169612940815*r**2 + 0.000111169612940815*Abs(r)**(5/2)
4728,0.02662988283036396,B0*s + s**2 ; i**2*sqrt(Abs(B1 + i)),s**2 - 0.0893916262275168*s ; i**2*sqrt(Abs(i - 0.0359863687739178))
4729,0.02661554749864604,B0*i + B1*i*s ; B2*r - i + sqrt(Abs(r)),5.87831959660056*i*s - 3.94999305813973*i ; -i - 4.12175739715532*r + sqrt(Abs(r))
4730,0.026599220392307818,B0*i*s + B1*i**3*s ; -i*r + Abs(i)**(3/2),-118.099419665425*i**3*s + 1.85358680999854*i*s ; -i*r + Abs(i)**(3/2)
4731,0.026589047706566084,B0 + B1*i ; Abs(i*Abs(r)**(1/4) - i)**(1/4),0.768824868445216 - 1.45030350182025*i ; Abs(i*Abs(r)**(1/4) - i)**(1/4)
4732,0.026575160187333826,s ; B0*i**3 - i**2*r,s ; 6.19522178694574*i**3 - i**2*r
4733,0.02656851663813118,sqrt(Abs(i + sqrt(Abs(B0 - i)))) ; B1 + B2*i + B3*r,sqrt(Abs(i + sqrt(Abs(i - 0.143589704503981)))) ; 2.28878156551054*i + 0.0175330840498988*r + 0.0130678898217706
4734,0.02656602794186752,B0 + B1*i + B1*sqrt(Abs(i)) ; B2*i**2 + 3*i**3,-0.0997158508920372*i - 0.0997158508920372*sqrt(Abs(i)) + 0.0545668000867675 ; 3*i**3 + 0.0662246223867838*i**2
4735,0.026521747849022073,B0 + B1*i + B2*s ; B3*r + i*r**4 - r**5,4.0536177082844*i + 4.44521035158454*s - 4.39646050112829 ; i*r**4 - r**5 + 0.0137121392030837*r
4736,0.026521746773801147,B0 + B1*i + B2*s ; B3*i*r**2 + i**2*r**2 - i*r**3,141.084182704789*i + 141.476587624918*s - 141.427739665624 ; i**2*r**2 - i*r**3 + 27.2233743313548*i*r**2
4737,0.026521746230374076,B0*i + B1*s ; B2*i*r**2 + i**2*r**2 + i*r**3,-0.343586156733279*i + 0.0488503253080548*s ; i**2*r**2 + i*r**3 + 0.00123333249945386*i*r**2
4738,0.02645394066713713,B0*s + B1*i*s ; 2*i**4 - i**3*r,-0.425222994219187*i*s + 0.0533240545378596*s ; 2*i**4 - i**3*r
4739,0.026450412656726555,B0 - i - sqrt(Abs(i)) ; i**2,-i - sqrt(Abs(i)) + 1.24173432236968 ; i**2
4740,0.02643916437459409,B0 + 3*s ; B1*i*r + B2*i**2*r,3*s + 64.0355708054415 ; 0.0114530109423169*i**2*r + 0.101479513579534*i*r
4741,0.026426604068558738,B0*s + i*s + Abs(s)**(3/2) ; B1*i + 4*i**2,i*s + 0.232693921666556*s + Abs(s)**(3/2) ; 4*i**2 - 0.495732395362034*i
4742,0.026418807934075163,B0 + B1*sqrt(Abs(i)) ; B2*i*r + i**2*r + 2*i*r**2,0.0917935915172318 - 0.260437812317118*sqrt(Abs(i)) ; i**2*r + 2*i*r**2 + 1.01919887808125*i*r
4743,0.02637707773966716,B0*s + i*s + s**2 ; B1*i + i**2*r - i*r,i*s + s**2 + 1.33942784215307*s ; i**2*r - i*r + 0.781277217029412*i
4744,0.026374854874374312,B0 + s ; -i*r**3 + i*Abs(r)**(5/2) + r**3,s - 0.877678844859405 ; -i*r**3 + i*Abs(r)**(5/2) + r**3
4745,0.026365238259029984,-i*sqrt(Abs(B0 + s)) + s ; B1*r + B2*Abs(r)**(3/2) + B3*i*r,-i*sqrt(Abs(s + 2.98611515355226)) + s ; 0.00119748208114183*i*r + 0.0139469006230969*r + 0.000256312946154023*Abs(r)**(3/2)
4746,0.026337358661470127,B0*i - i**2 + i*s + i*sqrt(Abs(s)) ; r*sqrt(Abs(i)),-i**2 + i*s + i*sqrt(Abs(s)) - 1.66566847769753*i ; r*sqrt(Abs(i))
4747,0.026328564243785116,B0 + B1*i + B2*sqrt(Abs(s)) ; B3*i*r**3 + B3*i*r**2 + B4*i**2*r,2.33463363884082*i + 5.13176942157096*sqrt(Abs(s)) - 5.09225379972757 ; 1.51675465046848*i**2*r + 0.572372525313741*i*r**3 + 0.572372525313741*i*r**2
4748,0.02625447501789192,B0 + i**2 - i ; B1 + sqrt(Abs(i + r)),i**2 - i + 0.101487906868408 ; sqrt(Abs(i + r)) - 0.261535705928024
4749,0.02623986265253108,B0 + B1*sqrt(Abs(s + sqrt(Abs(i)))) ; B2*i**2*r**2 + i**3*r**2 + i*r,1.89600300024894 - 1.71096126312438*sqrt(Abs(s + sqrt(Abs(i)))) ; i**3*r**2 + 0.0319520165984518*i**2*r**2 + i*r
4750,0.026223192582178013,B0*s + s**2 + s*sqrt(Abs(i - s)) ; 2*i**2*r + i*r**2 + i*r,s**2 + s*sqrt(Abs(i - s)) - 1.74763689688422*s ; 2*i**2*r + i*r**2 + i*r
4751,0.026204119337576343,B0 - i*sqrt(Abs(i + 2*s)) ; B1*i*r + B2*i*r**2 + i*Abs(r)**(5/2),-i*sqrt(Abs(i + 2*s)) + 0.16714492668403 ; 0.000565270533211988*i*r**2 + 0.00118175016265795*i*r + i*Abs(r)**(5/2)
4752,0.026197858730154462,s ; B0*i + B1*i**3 + i**2,s ; 5.73277268121807*i**3 + i**2 - 0.201907739363228*i
4753,0.026194197814091772,B0*sqrt(Abs(i)) - i - s*sqrt(Abs(i)) ; B1*i*r + i**2*r,-i - s*sqrt(Abs(i)) + 1.22540704446669*sqrt(Abs(i)) ; i**2*r + 5.47223159941002*i*r
4754,0.026175377540748244,s ; B0*i + B1*r - i*sqrt(Abs(r)) + Abs(r)**(3/2),s ; -i*sqrt(Abs(r)) + 2.32397072637112*i - 1.13106347207207*r + Abs(r)**(3/2)
4755,0.02616037626899023,B0 + B1*s - i ; i**2 + i*r**2 + r*Abs(i)**(3/2),-i + 0.0759398314155139*s + 0.0452681058575687 ; i**2 + i*r**2 + r*Abs(i)**(3/2)
4756,0.026136486694542466,B0*sqrt(Abs(i + s)) ; B1*i**2 - r,0.00799914861309223*sqrt(Abs(i + s)) ; 5.28433285053569*i**2 - r
4757,0.02612047987023025,B0 + B1*i + B2*s ; i**3 + i**2*r - i,1.04749044009382*i + 0.106441609468338*s + 1.21573948937051 ; i**3 + i**2*r - i
4758,0.026113101978621222,B0 + B1*s ; i*sqrt(Abs(i + r)),0.000191254706018682*s + 0.127123236072346 ; i*sqrt(Abs(i + r))
4759,0.026072437664382875,B0*i*s - 2*i**2 ; B1*r - i*r**2 + r**2,-2*i**2 + 0.313270565252396*i*s ; -i*r**2 + r**2 + 0.000157287425323344*r
4760,0.026047096725749178,2*i*s + 2*s**2 ; B0*sqrt(Abs(i)) + B1*Abs(i)**(3/2),2*i*s + 2*s**2 ; 1.51074927483203*Abs(i)**(3/2) - 0.180970742813182*sqrt(Abs(i))
4761,0.026017983863793965,B0 - 2*s ; B1 + 2*i,-2*s - 95.2072704463809 ; 2*i - 295.441600946901
4762,0.025989450571699536,B0*i + B1*s**2 ; B2*i*r**2 + i**2*r**3 + i**2*r**2,-0.304711758022887*i + 0.0494723784882523*s**2 ; i**2*r**3 + i**2*r**2 + 9.67164619414109*i*r**2
4763,0.025974335752271545,B0*i**2 + s ; B1*r**2 + i**2*r**2 + r**3,-1.99253795084343*i**2 + s ; i**2*r**2 + r**3 + 0.175456831371249*r**2
4764,0.025877190747782653,B0*s ; i**2 + i*r**2 + r*Abs(i)**(3/2),0.0158760358586096*s ; i**2 + i*r**2 + r*Abs(i)**(3/2)
4765,0.025868034839708644,B0*s*sqrt(Abs(i)) + s**2 ; B1*r**2 + i*r**2 - 2*i*r,s**2 - 2.08708576118345*s*sqrt(Abs(i)) ; i*r**2 - 2*i*r + 11.3731318358004*r**2
4766,0.02586088663001207,B0 + B1*i*s + 2*i*s**2 ; B2 + B3*i + B4*i*r + B4*r**2,2*i*s**2 - 3.16566822929298*i*s + 0.138222003749258 ; 50.9813469322016*i*r + 0.0546200230673106*i + 50.9813469322016*r**2 - 0.0519632771567161
4767,0.025850578391063347,B0*i**2 - i*s + s ; B1*r + B2*Abs(r)**(3/2) + B3*i*r,-1.86498153778092*i**2 - i*s + s ; 1.14287936465485*i*r + 0.160210710356373*r + 46.2483540516279*Abs(r)**(3/2)
4768,0.025825915986990935,B0*s + i*s ; B1*Abs(r)**(5/2) + B2*r**3 + i*r,i*s + 2.08178439543384*s ; i*r + 5.97617980295983*r**3 + 0.0290755757902761*Abs(r)**(5/2)
4769,0.02582586746227247,B0*s + i*s ; B1*r + B2*i*r - i**2*r + r**2,i*s + 2.08170961272247*s ; -i**2*r + 0.000168189897204809*i*r + r**2 + 0.990562909392378*r
4770,0.025817281060619035,B0*i*s - s**2 ; B1*r + r*sqrt(Abs(i + r)),-3.36923317083607*i*s - s**2 ; r*sqrt(Abs(i + r)) + 3.2508501087438*r
