rank,reward,equations,equations_with_constants
1940,0.18791489794442892,B0 + B1*i*sqrt(Abs(s)) + B1*i ; B2*i + i**2,0.815060966604882*i*sqrt(Abs(s)) + 0.815060966604882*i - 0.00361873239155458 ; i**2 + 5.32965332491304*i
1941,0.18787388257968463,-i**2*s - i**2 + Abs(i)**(3/2) ; B0 + B1*sqrt(Abs(i)),-i**2*s - i**2 + Abs(i)**(3/2) ; 0.0436694195735196 - 0.294444863396055*sqrt(Abs(i))
1942,0.1876908068039898,B0 - i ; B1*i + i*r,0.0108555395432747 - i ; i*r + 1.79465226215592*i
1943,0.18766390759853943,B0*s + B1*s**2 ; B2*i + B3*i**2 + B4*i*sqrt(Abs(r)),-0.266685443469465*s**2 + 0.26312039029393*s ; 2.76075483458475*i**2 + 0.165165091523219*i*sqrt(Abs(r)) - 0.348455682961713*i
1944,0.18752593881813173,B0*sqrt(Abs(s)) ; B1 + i,-0.0917044303026631*sqrt(Abs(s)) ; i - 0.381395948704466
1945,0.18741643954150924,s + sqrt(Abs(B0 - i)) ; B1 + B2*i,s + sqrt(Abs(i - 0.47560832829235)) ; 1.52800050363277*i - 0.0377230674086805
1946,0.18715956241525156,B0*Abs(s)**(1/4) ; B1*r + i,0.243586736256002*Abs(s)**(1/4) ; i + 0.0214140606464394*r
1947,0.1871498679964226,B0*Abs(s)**(1/4) ; B1*i - r,-0.000390853021185707*Abs(s)**(1/4) ; -0.94766131147941*i - r
1948,0.18700467578133018,B0*sqrt(Abs(s)) ; B1*i - r,-0.000391525650569305*sqrt(Abs(s)) ; -0.947554623137505*i - r
1949,0.18679597266664305,B0 + B1*s ; B2 + i,0.00295228663611731*s + 1.72013108464 ; i + 1.41820330243819
1950,0.1867788753251717,B0 + sqrt(Abs(B1 + B2*s)) ; i,sqrt(Abs(0.00961542525742664*s + 0.0846897691805128)) - 0.00140183965872084 ; i
1951,0.1864857626496463,B0*i + i*s ; B2*sqrt(Abs(B1 + i - r)),i*s - 0.479284105109436*i ; 0.0211257287727524*sqrt(Abs(i - r + 0.137472296820653))
1952,0.18638408049856212,B0 - i + s ; B1 + B2*r,-i + s - 0.445508891950243 ; 0.00799502441914298*r + 0.00595467441150539
1953,0.1863840797551766,B0 + 2*s ; B1 + B2*r,2*s - 1.44845863317772 ; 0.00799542303468424*r + 0.00298926149808563
1954,0.18638407813054764,B0 + B1*s ; B2 - 2*r,0.00484525098812489 - 0.00799460676484481*s ; -2*r - 0.511558415294776
1955,0.18630695791890312,B0*i*s - s ; B1 + r,-0.027600826767568*i*s - s ; r - 0.997913071069273
1956,0.18623890100430043,B0*s ; B1 + i - r,-0.00650156360909921*s ; i - r - 0.541783839688691
1957,0.18611165908575128,B0 + B1*sqrt(Abs(s)) ; i**2,0.0537912936329574*sqrt(Abs(s)) - 0.000442000418003263 ; i**2
1958,0.1861019490223686,B0*Abs(i**2 - i*s)**(1/4) ; B1*i,0.0448249443856577*Abs(i**2 - i*s)**(1/4) ; 0.0988513890970047*i
1959,0.18609700820353564,B0 + B1*i ; B2 + i - r,0.0154460710477022*i - 0.0102823598597884 ; i - r - 0.537357873843584
1960,0.18609700727623646,B0 - i + s ; B1 + B2*i,-i + s - 0.442625367356208 ; 0.0102830842135829 - 0.0154482094200895*i
1961,0.1859910502679516,B0*Abs(s)**(3/4) ; B1 + i - r,-0.00691676698156571*Abs(s)**(3/4) ; i - r - 0.549536123466587
1962,0.18592073590393374,B0 + s ; B1*Abs(i)**(1/4) + B2*r,s - 0.719733773146863 ; 0.0114809869891453*r + 0.0043135991989893*Abs(i)**(1/4)
1963,0.1858363450117267,sqrt(Abs(B0 + B1*s)) ; i,sqrt(Abs(0.00857798764771836*s + 0.0771158896220995)) ; i
1964,0.18580996468631475,B0*s + i ; i*Abs(B1 + B2*sqrt(Abs(i)))**(1/4),i + 0.00258105385698495*s ; i*Abs(2.89560665006594*sqrt(Abs(i)) - 0.487814092474202)**(1/4)
1965,0.1857056568891589,sqrt(Abs(B0 + B1*i + B1*s)) ; B2 + i,sqrt(Abs(0.00945267562021678*i + 0.00945267562021678*s + 3.05638488781534)) ; i + 1.44786987385169
1966,0.185704399820552,B0*i + B1*s ; B2 - r,0.00348272638968863*i - 0.00410750341106291*s ; -r - 0.258828136962946
1967,0.18569620619078134,sqrt(Abs(B0*s + B1)) ; i,sqrt(Abs(0.00853020648885685*s + 0.0767754819980868)) ; i
1968,0.18565138860254188,B0 + s ; B1 + i + r,s - 0.842589583536778 ; i + r - 0.153205531397727
1969,0.1853202375068199,B0*i ; B1 + i + r**2 - r,-0.0325722239410781*i ; i + r**2 - r - 0.641613555038518
1970,0.18523437751382335,B0*sqrt(Abs(s)) ; B1 + i - r,-0.00736313377531726*sqrt(Abs(s)) ; i - r - 0.556990979666615
1971,0.1852118931771383,B0 + s ; B1 + B2*r + B2*sqrt(Abs(r)),s - 0.732001715658175 ; 0.00448206249831437*r + 0.00448206249831437*sqrt(Abs(r)) + 0.00197196429897139
1972,0.18520607613269083,B0*sqrt(Abs(s**2 + s)) ; B1 - r + sqrt(Abs(r)),-0.00265693784161287*sqrt(Abs(s**2 + s)) ; -r + sqrt(Abs(r)) - 0.780378097621979
1973,0.18516932372751557,B0*s ; B1 - 2*r,-0.00368133998527059*s ; -2*r - 0.531477717526809
1974,0.18516606773559943,s ; B0*i + B1*r,s ; 1.30796014061398*i - 1.44947504028012*r
1975,0.18509837791422737,B0*sqrt(Abs(i))*sqrt(Abs(s)) ; B1*i + i**2,0.102148058288672*sqrt(Abs(i))*sqrt(Abs(s)) ; i**2 - 0.00771137715968006*i
1976,0.18495542167925696,B0 + s ; B1*i + B1*r + B2*sqrt(Abs(r)),s - 0.740919824860296 ; 0.00455537053953701*i + 0.00455537053953701*r + 0.00886609849013222*sqrt(Abs(r))
1977,0.18486610125604253,B0*i - s ; B1*i + i*r,-3.74550809956311*i - s ; i*r + 0.163368374373047*i
1978,0.18472625318888664,B1*sqrt(Abs(B0 - i + s)) ; B2 - 2*r,-0.0080048769153607*sqrt(Abs(i - s + 0.688592939122321)) ; -2*r - 0.477267380263747
1979,0.18472471683318975,B0*s + s**2 ; B1*Abs(i)**(1/4),s**2 - 0.680143454260764*s ; 0.00755617724336322*Abs(i)**(1/4)
1980,0.18469845114782446,B0 - 2*i ; B1 + B2*sqrt(Abs(r)),0.595968700816111 - 2*i ; 0.138477646751841*sqrt(Abs(r)) - 0.00364204806618679
1981,0.18468167526313822,s**2 + s*sqrt(Abs(B0*s + B1)) ; B2 + B3*r,s**2 + s*sqrt(Abs(6.34492321226934*s - 9.31756416236402)) ; 0.00356426395039004*r + 0.0038462351561728
1982,0.18448232081919247,B0*i ; B1 + B2*Abs(i)**(1/4) - r,-0.0165965848361616*i ; -r - 0.445523697925587*Abs(i)**(1/4) + 0.0392962829292367
1983,0.18427557802708353,B0 + B1*i + B1*s ; B2*i + i**2,0.05378394153295*i + 0.05378394153295*s + 0.0254407340112362 ; i**2 - 0.0162731274189921*i
1984,0.1841376272816663,B0*i*s - i*s**3 + i*s**2 ; B1*i + Abs(i)**(3/2),-i*s**3 + i*s**2 + 0.168805852883394*i*s ; -0.283052770172083*i + Abs(i)**(3/2)
1985,0.18411727671929587,B0 + B1*sqrt(Abs(s)) ; B2 + 2*r,24.0566842430571*sqrt(Abs(s)) - 9.26953384832144 ; 2*r + 31.3015117183732
1986,0.18397246282981658,B0*Abs(s)**(1/4) ; B1 + i - r,-0.00784170113033059*Abs(s)**(1/4) ; i - r - 0.564085071763396
1987,0.18396581256441852,B0*i + B1*sqrt(Abs(s)) ; B2 - r,0.00542877157194156*i - 0.0046046866762637*sqrt(Abs(s)) ; -r - 0.25928962645646
1988,0.18390427791212244,B0*s + B1*s**2 ; i*sqrt(Abs(B2 - 2*i + r)),1.36550903205463*s**2 - 2.69524365167632*s ; i*sqrt(Abs(-2*i + r + 1.53196548706708))
1989,0.1838511511653142,B0*i**2*sqrt(Abs(s)) + i**2*s ; B1 + B2*r,i**2*s - 1.45697671205468*i**2*sqrt(Abs(s)) ; -0.0949182305672598*r - 0.0620475451236727
1990,0.18379487471650116,B0*i + B0*s ; B1 - r,-0.00330075362201792*i - 0.00330075362201792*s ; -r - 0.273916708005713
1991,0.18370386532853333,B1*sqrt(Abs(B0 + s)) + s ; B2 + B3*r,s - 0.0756571447404612*sqrt(Abs(s - 91.8912908613527)) ; 0.00768600485363744*r + 0.00304653888840215
1992,0.18357819817775048,B0 - i ; B1 + B2*i + B2*r,0.699514201795164 - i ; 0.00739659243778328*i + 0.00739659243778328*r + 0.422219678653761
1993,0.1835245964091885,s ; B0 + B1*sqrt(Abs(i)) + B2*r,s ; -0.709179409098369*r - 0.71614453433696*sqrt(Abs(i)) + 0.891534945407099
1994,0.18322286730763634,B0 + B1*i + s ; B2 + B3*i**2 + 2*i**3,-1.17447573423068*i + s - 0.104283124800833 ; 2*i**3 - 0.644574878265633*i**2 + 0.0151404434494673
1995,0.18299403161995978,B0*sqrt(Abs(i)) + B1*s ; B2 - r,-0.00395494986798974*s + 0.000818706932155223*sqrt(Abs(i)) ; -r - 0.264147738752233
1996,0.1829844675732757,B0*i + i**2 + i*s ; B1*i + B2*i**2 - i*r,i**2 + i*s - 140.428946111367*i ; -0.776532334281186*i**2 - i*r - 139.62411124317*i
1997,0.18297633119310205,B0*Abs(s)**(1/4) ; B1 + B2*r + i,0.261359901323168*Abs(s)**(1/4) ; i + 0.0203310791330463*r + 0.0294331487190409
1998,0.1829284729014808,B0*sqrt(Abs(i + s)) ; B1 + i,-0.0923777924901154*sqrt(Abs(i + s)) ; i - 0.392958412695069
1999,0.1828771116126372,B0 - sqrt(Abs(B1 - 2*i + s)) ; B2 + B3*i + B4*r,1.23864373581788 - sqrt(Abs(2*i - s + 0.745772757985205)) ; -1.10720990147825*i - 0.366673678896794*r + 0.661821630196086
2000,0.18281899577997424,B0*Abs(s)**(3/2) + s**2 ; B1*i**2 - i**3,s**2 - 0.80224158199456*Abs(s)**(3/2) ; -i**3 + 0.35469869853962*i**2
2001,0.18277650232873766,sqrt(Abs(B0*i + B1*i*s)) ; i,sqrt(Abs(0.0290713949749555*i*s + 0.315676769052418*i)) ; i
2002,0.1825150629845866,B0*i + i**2 + i*Abs(s)**(1/8) ; B1*i + B2*r,i**2 + i*Abs(s)**(1/8) + 1.66091499328572*i ; 5.5755169005475*i + 0.0100524067667797*r
2003,0.18244185316948225,B0*Abs(s)**(1/8) ; B1 - r,-0.00413822221292007*Abs(s)**(1/8) ; -r - 0.273913708537763
2004,0.18200889974179668,s ; B0 + B1*i + B2*r,s ; -0.742438507968608*i - 0.734848213267107*r + 0.740017943502062
2005,0.18200887540459293,B0 + s ; B1 + B2*i + B3*r,s - 0.656133468842127 ; -0.205250115456634*i - 0.197673820842753*r + 0.073140725473099
2006,0.18200882429453102,B0 + B1*i + B2*s ; B3 - r,0.000168401042001987*i - 0.00739269736116044*s + 0.00413452384867775 ; -r - 0.257960783395031
2007,0.18194283417919307,B2*sqrt(Abs(B0 + B1*s)) ; i,0.076283306368344*sqrt(Abs(1.46463646514363*s + 13.2177373416991)) ; i
2008,0.18192228471422195,B0*i + Abs(i)**(9/4) ; B1 + B2*i**2*r,-1.73085555935192*i + Abs(i)**(9/4) ; 0.00242410403485225*i**2*r + 1.58775512657734
2009,0.1818458998093843,B0*i + i**2 - s ; B1*sqrt(Abs(i)),i**2 - 3.14564063090006*i - s ; 0.00632935780374677*sqrt(Abs(i))
2010,0.18176211239024023,-i + Abs(B0 + s)**(1/4) ; B1 + B2*i,-i + Abs(s + 0.2702631165687)**(1/4) ; 1.74248460779903*i + 4.09646189324257
2011,0.18156260591970602,B1*sqrt(Abs(B0*Abs(s)**(3/2) + s)) ; B2 + i,-0.057139260469674*sqrt(Abs(s + 0.419658245991248*Abs(s)**(3/2))) ; i - 0.336453473732054
2012,0.1813814971687511,B0 + B1*i + B1*s ; B2 + i,0.00294479833159133*i + 0.00294479833159133*s + 1.71947480556328 ; i + 1.41834711165319
2013,0.1813497586393523,B0*s + B1*s**2 ; B2 - r,-0.00194521587585061*s**2 - 0.00149045199847635*s ; -r - 0.261984631885808
2014,0.1811182892384911,B0*Abs(s)**(5/2) + i*s ; B1 + B2*i + B3*r,i*s - 0.0356483566406693*Abs(s)**(5/2) ; 0.373118923525947*i - 0.00843960864174967*r - 0.0233897364432374
2015,0.18109738017591032,B0 + B1*i + s ; B2*i + B3*i*sqrt(Abs(r)),-0.424016250349525*i + s - 0.597335996549558 ; 0.110976340648635*i*sqrt(Abs(r)) - 0.000488755531796583*i
2016,0.1806515211536192,B0*i + 2*i**2 + i*s ; B1*i,2*i**2 + i*s - 0.697918795217696*i ; 0.163554550991058*i
2017,0.18045334291258197,i + sqrt(Abs(B0*s + B1)) ; B2 + i + r + sqrt(Abs(r)),i + sqrt(Abs(259.112681579315*s + 3135.07663167306)) ; i + r + sqrt(Abs(r)) + 40.9220335149645
2018,0.18045332597119354,B0 + B1*sqrt(Abs(s)) + s ; B2 + sqrt(Abs(B3 + 2*r)),s + 15.4233499773756*sqrt(Abs(s)) + 44.4449362564884 ; sqrt(Abs(2*r + 15.379523987337)) + 84.0068245281161
2019,0.1802064119187592,B0 + B2*sqrt(Abs(B1 - 2*i)) ; B3 - r,0.386418303362391 - 0.0545829357664462*sqrt(Abs(2*i - 51.4699835672106)) ; -r - 0.259777049413564
2020,0.18017338329469787,sqrt(Abs(B0*i + B0*s + B1)) ; i,sqrt(Abs(0.00830204113650212*i + 0.00830204113650212*s + 0.0742192336723324)) ; i
2021,0.1801373567096434,s ; B0 + B1*i + B1*r,s ; -0.71957057434073*i - 0.71957057434073*r + 0.723775459484871
2022,0.18000664056016802,sqrt(Abs(B0*s + B1*i)) ; i,sqrt(Abs(0.256561392272992*i + 0.00210052968714074*s)) ; i
2023,0.17966684018869405,B0 - i**2 ; B1*r + i,0.334370907257099 - i**2 ; i + 0.0159451121805379*r
2024,0.17953799445317037,B2*sqrt(Abs(B0*s + B1)) ; B3*i - i**2 + i*r,0.232979707964656*sqrt(Abs(0.0310519368567695*s - 0.0237392227181702)) ; -i**2 + i*r + 0.118305022477632*i
2025,0.17903979103148432,2*s ; B0 + B1*i + B2*r,2*s ; -1.4840190323278*i - 1.47600949781794*r + 1.48120525015261
2026,0.1790378323216927,B0 + 2*s ; B1 + B2*i + B3*r,2*s - 1.30288906577406 ; -0.442433407192941*i - 0.434615979524867*r + 0.156659748868816
2027,0.178847367938827,s*sqrt(Abs(B0 + s + sqrt(Abs(i)))) ; B1*i**2,s*sqrt(Abs(s + sqrt(Abs(i)) - 7.09499122191461)) ; 0.133410536413134*i**2
2028,0.17854998449695894,B0*s*Abs(i)**(1/4) ; i*sqrt(Abs(B1 + i*r)),0.0561113472482048*s*Abs(i)**(1/4) ; i*sqrt(Abs(i*r - 0.0290152276636975))
2029,0.17839365011918754,s*sqrt(Abs(B0 + s)) ; B1*i + B2*i**2,s*sqrt(Abs(s + 6.91597849164228)) ; 0.0879490645460853*i**2 + 0.0157373711023681*i
2030,0.17837103767299523,B0*i*s + B1*i*s**2 ; B2*sqrt(Abs(i)) + Abs(i)**(3/2),-1.56044258158727*i*s**2 + 1.60222408128584*i*s ; Abs(i)**(3/2) - 0.0904004485210467*sqrt(Abs(i))
2031,0.1781781998569024,B0*i + B1*i**2 ; B2 + B3*i*r - i**2*r + i**2,2.08366960562491*i**2 - 0.529159534129669*i ; -i**2*r + i**2 - 1.27691652882878*i*r - 0.182033473279611
2032,0.1772607799196023,-i*s + s*sqrt(Abs(i**2 - i*s)) ; B2*sqrt(Abs(B0 + B1*r)),-i*s + s*sqrt(Abs(i**2 - i*s)) ; 0.0402884310686128*sqrt(Abs(0.0955898106200035*r - 0.148682570771503))
2033,0.17725195014144668,B0 + B1*s - sqrt(Abs(i)) ; B2 + B3*i + B4*r,-0.0387165827544468*s - sqrt(Abs(i)) + 0.204875826785416 ; 0.0476703481637731*i + 0.0349335157992255*r - 0.326773556827826
2034,0.17721517168094097,B0*i*s - i**2 ; B1*i**2,-i**2 + 0.604253817129601*i*s ; 0.443679147150211*i**2
2035,0.17701909597859536,B0*s - i ; B1*i + B2*r,-i + 0.37672317571135*s ; 0.037707852625606*i + 0.0196283490193457*r
2036,0.17687055535734794,B0*i*s**2 + B0*Abs(s)**(3/2) ; B2*sqrt(Abs(B1 + i + r)),0.0350832174729264*i*s**2 + 0.0350832174729264*Abs(s)**(3/2) ; 0.000843172111702114*sqrt(Abs(i + r + 215.912639253291))
2037,0.17679402066689565,B0*s ; B1*i + i*sqrt(Abs(B2 + i)),0.0543178260962139*s ; i*sqrt(Abs(i - 0.178063617235195)) + 0.00125684117127837*i
2038,0.17669342458974,B0 + B1*i ; i**2 + i*sqrt(Abs(B2 + r)),1.48551473525456*i - 0.0313591692642842 ; i**2 + i*sqrt(Abs(r + 25.1733080993633))
2039,0.17664140165516815,B0 + B1*i + B2*sqrt(Abs(i + s)) ; B3 - r,0.00764382224750845*i + 0.147087621183687*sqrt(Abs(i + s)) - 0.171485806257039 ; -r - 0.278435145833076
2040,0.17633002263748007,B0 + B1*s ; B2 + 2*i,0.00588314699035112*s + 1.83365904511984 ; 2*i + 1.22698749381103
2041,0.176328768927274,sqrt(Abs(B0 + B1*s + B1*sqrt(Abs(i)))) ; i,sqrt(Abs(0.00793765813528804*s + 0.00793765813528804*sqrt(Abs(i)) + 0.0703320396288637)) ; i
2042,0.17613249797146438,B0*i*sqrt(Abs(s)) ; B1*i - i**2 + i*r,0.33852733261741*i*sqrt(Abs(s)) ; -i**2 + i*r + 0.173248192950718*i
2043,0.17593507380471132,B1*sqrt(Abs(B0 + sqrt(Abs(i)))) + s ; B2*i + B3*r,s - 0.354542158934056*sqrt(sqrt(Abs(i)) + 3.6769049945777) ; 0.0121471291782819*i + 0.0185855343987697*r
2044,0.1757287583898428,B0*sqrt(Abs(s)) ; B1 + sqrt(Abs(r)),-0.00401282018413012*sqrt(Abs(s)) ; sqrt(Abs(r)) - 0.52456694013607
2045,0.17568466544276468,-i*s**2 - i*s + s*sqrt(Abs(i)) ; B0*sqrt(Abs(i)),-i*s**2 - i*s + s*sqrt(Abs(i)) ; 0.0389343412759244*sqrt(Abs(i))
2046,0.17552371184975496,B0*s ; B1*i**2 + i**3,0.0703271431339762*s ; i**3 + 0.306730957640125*i**2
2047,0.17543874661762465,B0*Abs(i + s)**(1/8) ; B1 + i - r,-0.0079881908804802*Abs(i + s)**(1/8) ; i - r - 0.569175990857916
2048,0.17506264718037545,B0 + B1*i*s**2 ; B2 + i - r,-0.00116827104479665*i*s**2 - 0.00814044715610935 ; i - r - 0.573270762112732
2049,0.17499867085603427,B0*Abs(s)**(3/2) - i*s + s**2 ; B1*i + B2*sqrt(Abs(r)),-i*s + s**2 - 0.567928606017865*Abs(s)**(3/2) ; 0.00712671305884069*i + 0.0180483469945676*sqrt(Abs(r))
2050,0.17492570358717782,-i*s ; B0 + B1*i,-i*s ; 1.83694013811309*i - 0.0190326048026787
2051,0.17483601782095234,i + sqrt(Abs(B0 + s)) ; B1*i,i + sqrt(Abs(s - 3020.80143139598)) ; 3.75061570553533*i
2052,0.17478752520924987,B0*Abs(s)**(3/2) - i*s ; B1 + B2*r,-i*s + 0.366930778537069*Abs(s)**(3/2) ; 0.0208507984006645 - 0.0129802117665623*r
2053,0.17470965883447248,B1*sqrt(Abs(B0 + 2*i + sqrt(Abs(s)))) ; B2 - r,-0.000675766140976871*sqrt(Abs(2*i + sqrt(Abs(s)) + 37.3672677649796)) ; -r - 0.274949961288038
2054,0.17468590284032515,B0*s**2 + B1*i*s**2 ; B2 - r,-0.0023577741044031*i*s**2 - 0.00297477943849569*s**2 ; -r - 0.265052764401772
2055,0.17456870046777212,B0*sqrt(Abs(s)) - i ; B1*i + B1*r + B2*Abs(i)**(3/2),-i + 0.229443873531173*sqrt(Abs(s)) ; 0.0860129448032326*i + 0.0860129448032326*r - 0.187341637783356*Abs(i)**(3/2)
2056,0.17431037204016334,sqrt(Abs(B0 + s)) ; B1 + B2*i,sqrt(Abs(s - 5209.42576012796)) ; 2.75036097256006*i + 135.940613983989
2057,0.17413660088096974,B0 + i + Abs(s)**(1/4) ; B1 + B2*i,i + Abs(s)**(1/4) + 14.0118526449407 ; 3.75060926767822*i - 46.6797180331774
2058,0.17405022169453735,B0*i + 2*i**2 ; B1*i**2*r + i**2,2*i**2 + 0.092573125231589*i ; 1.25294918873738*i**2*r + i**2
2059,0.17404990045664298,i**2 ; B0*i + B1*r,i**2 ; 2.75978784979978*i - 0.0893200968464692*r
2060,0.17362222035580882,B0*s - i*s - i ; B1*sqrt(Abs(i)),-i*s - i + 0.725093661708388*s ; 0.0381137161650581*sqrt(Abs(i))
2061,0.17359082002755155,B0*i + i**2 + i*s + s ; B1 + B2*i + B3*i**2,i**2 + i*s - 2.18061661508764*i + s ; 0.647927440574279*i**2 - 0.241414826481306*i + 0.0295988395208557
2062,0.1735453172012322,B0*s + B1*i*s ; B2*i + B2*r,-0.128498369566203*i*s + 0.0398101726901516*s ; 0.0251004917771863*i + 0.0251004917771863*r
2063,0.17315167741615822,B0 + i*s**2 - i ; B1 + 2*i,i*s**2 - i + 0.149045148903217 ; 2*i - 0.400185353314331
2064,0.17311569482531544,B0*sqrt(Abs(s)) ; B1 - i*r - r,-0.00482778959031036*sqrt(Abs(s)) ; -i*r - r - 0.346081260211591
2065,0.1730629683465143,B0*Abs(i)**(3/2) + B1*i**2 - s ; i + r,1.46521068178532*i**2 - s + 1.41396797604563*Abs(i)**(3/2) ; i + r
2066,0.17293660473207706,B0*s - i*s + Abs(s)**(3/2) ; B1 + B2*sqrt(Abs(r)),-i*s - 0.597276341896462*s + Abs(s)**(3/2) ; 0.0104415707916732*sqrt(Abs(r)) + 0.00401318838164222
2067,0.17282885149625415,i**2 + Abs(i)**(3/2)*Abs(i + s)**(1/4) ; B0 + B1*i + B2*r,i**2 + Abs(i)**(3/2)*Abs(i + s)**(1/4) ; 0.588672049163229*i + 0.0062923601125956*r - 0.0265990127388348
2068,0.17280753233642587,B0*i + i*sqrt(Abs(B1*i - i*s)) ; i**3 + i**2*r + i**2*sqrt(Abs(r)),i*sqrt(Abs(i*s - 0.122093310630789*i)) - 0.0414718789136285*i ; i**3 + i**2*r + i**2*sqrt(Abs(r))
2069,0.17259367263137482,s ; B0 + B1*sqrt(Abs(i)) + B2*i + B2*r,s ; -0.729123486454797*i - 0.729123486454797*r - 0.00353604630083837*sqrt(Abs(i)) + 0.734546216195946
2070,0.17250706375521463,B0*Abs(i)**(5/2) + i*s ; B1*i + i*sqrt(Abs(r)),i*s - 10.536869077482*Abs(i)**(5/2) ; i*sqrt(Abs(r)) - 0.0262000779411444*i
2071,0.17242334921930988,B0*s + s**2 ; B1*i + B1*Abs(i)**(1/4),s**2 - 0.679754959248006*s ; 0.00587213574865858*i + 0.00587213574865858*Abs(i)**(1/4)
2072,0.17207257465109305,B0*sqrt(Abs(i)) - i ; B1*r + i,-i + 0.994676262423136*sqrt(Abs(i)) ; i + 0.00908356041372109*r
2073,0.17069859305511048,B0 + B1*sqrt(Abs(i)) ; B2 + sqrt(Abs(r)),0.00634542604436511*sqrt(Abs(i)) - 0.00614962336713761 ; sqrt(Abs(r)) - 0.496012726643232
2074,0.170190599402803,B0 + i + s ; B1 + B2*r + i - r**2,i + s - 1.37851420385697 ; i - r**2 - 2.68904230759704*r + 0.210909207847589
2075,0.16951191659627135,B0*s*sqrt(Abs(i)) + i*s ; B1*i + B2*i**2 - i**2*r + i*r,i*s - 0.104367566474349*s*sqrt(Abs(i)) ; -i**2*r - 0.733257920960986*i**2 + i*r + 0.224592188989335*i
2076,0.1694899291546758,B0*i*s + s*sqrt(Abs(i)) ; B1*r + B1*sqrt(Abs(B2*i + i*r)),-1.9403530902187*i*s + s*sqrt(Abs(i)) ; 0.0030210306903597*r + 0.0030210306903597*sqrt(Abs(i*r + 125.557897421824*i))
2077,0.16924094172583595,B0*i + 3*i**2 ; B1*i + B2*r + B2*sqrt(Abs(r)),3*i**2 + 0.291884723700498*i ; 3.25139652232628*i - 0.0215954501576848*r - 0.0215954501576848*sqrt(Abs(r))
2078,0.1690956626311666,B0*s - i*s + Abs(s)**(3/2) ; B1 + B2*i,-i*s - 0.56798832784555*s + Abs(s)**(3/2) ; 0.0107899835920136 - 0.0089476337121807*i
2079,0.16850568653295436,Abs(B0 + B1*s + B2*i)**(1/8) ; B3 + i,Abs(-0.24012759380194*i + 0.00490825982649507*s + 0.238257413661736)**(1/8) ; i + 0.564869482623758
2080,0.16831959899904883,B0*s - Abs(s)**(3/2) ; B1*sqrt(Abs(i)),3.04861739939565*s - Abs(s)**(3/2) ; 0.00599264788333578*sqrt(Abs(i))
2081,0.16742494710452663,B1*sqrt(Abs(B0 + s)) ; sqrt(2)*Abs(i)**(3/2),0.0746213016723664*sqrt(Abs(s + 4.96922275026551)) ; sqrt(2)*Abs(i)**(3/2)
2082,0.16729837706814119,B0 + B1*i*s ; i*Abs(B2 + i - r)**(1/4),0.0966154711820849*i*s + 0.209654621052894 ; i*Abs(i - r + 2.03500903164002)**(1/4)
2083,0.16729136553521193,B0 + B1*s ; B2*sqrt(Abs(i)) - Abs(i)**(3/2),0.0260187670877936*s + 0.0395194896966364 ; -Abs(i)**(3/2) + 0.252694964467721*sqrt(Abs(i))
2084,0.16688003636174512,B0*s - i*s + s**2 ; B1 + B2*r + B2*sqrt(Abs(r)),-i*s + s**2 - 0.48536149229401*s ; 0.00632880340477682*r + 0.00632880340477682*sqrt(Abs(r)) + 0.00328668645018268
2085,0.16669509346948322,B0*s + s**2 ; B1*sqrt(Abs(i)),s**2 - 0.678092072427575*s ; 0.0116173217485081*sqrt(Abs(i))
2086,0.1664178600957995,B0 - sqrt(Abs(i - sqrt(Abs(i)))) ; B1 + B2*i*r + B2*i,1.75068091514683 - sqrt(Abs(i - sqrt(Abs(i)))) ; 0.00646310222688626*i*r + 0.00646310222688626*i + 1.21623173156971
2087,0.16594714750501952,B1*sqrt(Abs(B0 + 2*s)) ; B2*i + B3*i**2,0.0246353146793611*sqrt(Abs(2*s + 0.173929302091659)) ; 0.415270296099642*i**2 + 0.014072627734656*i
2088,0.16592331401517818,B0*s - 2*i ; B1 - r,-2*i + 0.743704762675392*s ; 2.02233618845246 - r
2089,0.16564972806444617,B0*s + 2*i*s ; Abs(i)**(5/2),2*i*s - 0.0399422689542315*s ; Abs(i)**(5/2)
2090,0.16560517022675433,B0 + i + s - sqrt(Abs(i)) ; B1 + B2*r,i + s - sqrt(Abs(i)) - 0.470613751324794 ; 0.011982309774145*r + 0.00304641077128023
2091,0.16521522323208243,Abs(B0 + sqrt(Abs(B1 + i)))**(1/4) ; B2*sqrt(Abs(i)) + B3*sqrt(Abs(r)),Abs(sqrt(Abs(i + 10.0644097612094)) - 3.22120641393567)**(1/4) ; 0.387590384079863*sqrt(Abs(i)) + 0.0778481876373082*sqrt(Abs(r))
2092,0.16458516507537346,B0*Abs(i)**(5/4) + i*s ; B1*i**2,i*s - 0.742258458472333*Abs(i)**(5/4) ; 0.274202451798058*i**2
2093,0.1641483345897046,s + sqrt(Abs(B0 - s)) ; i**2,s + sqrt(Abs(s + 0.163406675580836)) ; i**2
2094,0.16405794468533044,B0 + B1*s ; B2*i**2*r + i**2,0.0751257572927386*s + 0.0247977700590441 ; -0.396198976549228*i**2*r + i**2
2095,0.16399471654887698,B0*i*s - i**2 ; B1 + B2*r,-i**2 - 0.0292135273904532*i*s ; -0.0410516799195319*r - 0.102955985358408
