rank,reward,equations,equations_with_constants
2908,0.8442354904876402,B0*i**2 ; sqrt(Abs(B1 + i + sqrt(Abs(i)))),1.3289028121742e-6*i**2 ; sqrt(Abs(i + sqrt(Abs(i)) - 2387.58304946779))
2909,0.8442327726709498,B0*sqrt(Abs(i)) ; B1 + B2*Abs(i)**(1/4),0.00132656611964256*sqrt(Abs(i)) ; 11.2606690115693*Abs(i)**(1/4) + 13.0634534498662
2910,0.8442308159430709,B0*i ; sqrt(Abs(B1 - i + sqrt(Abs(i)))),-0.000132849125539099*i ; sqrt(Abs(-i + sqrt(Abs(i)) + 1649.43076929197))
2911,0.844206939638874,B0 + B1*i + B2*i**2 ; B3*i + i*r,-0.0422196398633666*i**2 + 0.0789475799899116*i + 0.0278556380240354 ; i*r + 2.3931449668049*i
2912,0.8442035116126299,B1*Abs(B0*s - i)**(1/4) ; B2*i**2,0.0147053831665625*Abs(i + 4.84269627349074*s)**(1/4) ; 4.99199343377307*i**2
2913,0.8441985396167746,B0*s ; B1*r - i*r + r**2,0.0474981854117916*s ; -i*r + r**2 + 2.59185567225194*r
2914,0.8441985395692055,B0*s ; B1*i + B2*i*r**2,0.0474996544147887*s ; 53.7721875031504*i*r**2 + 75.9106640493387*i
2915,0.8441985394969693,B0*s ; B1 + sqrt(Abs(B2*i + i*sqrt(Abs(r)))),0.047495346122991*s ; sqrt(Abs(i*sqrt(Abs(r)) + 0.00285567171675161*i)) + 7.91210242556166
2916,0.8441985394793797,B0*s ; B1 + B2*i + B3*i**2,0.0474951601202644*s ; 13.0025529985872*i**2 + 0.00011642294293305*i + 0.00418713686104408
2917,0.8441985394503038,B0*s ; B1 + B2*r + i - r**2,0.0475010922182981*s ; i - r**2 + 1.20618570218714*r + 9.42236856816263
2918,0.8441985393287383,B0*s ; B1 + i**2 + i*r**2,0.0475020687557496*s ; i**2 + i*r**2 + 0.00697630057781657
2919,0.844198538815621,B0*s ; B1*r + B2*r**2 + i,0.0474911786587371*s ; i + 0.183501368951979*r**2 + 0.00446597570765881*r
2920,0.8441985361601578,B0*s ; B1 + B2*i - i*r - r,0.047512117910725*s ; -i*r + 28.9619096463449*i - r + 1.78897373666655
2921,0.8441984266643943,B0*s ; sqrt(Abs(i + sqrt(Abs(i*r - r**2)))),0.0475787907582137*s ; sqrt(Abs(i + sqrt(Abs(i*r - r**2))))
2922,0.8441984160502418,B0*s ; -i + r + Abs(i)**(1/4)*Abs(r)**(1/4),0.047582503486089*s ; -i + r + Abs(i)**(1/4)*Abs(r)**(1/4)
2923,0.8441984026231398,B0*s + i*s + s**2 ; r,i*s + s**2 - 0.952590944138061*s ; r
2924,0.8441863686830444,B0*i - i**2 ; B1 + i,-i**2 + 0.235873247281558*i ; i - 0.132296698126616
2925,0.8441707783909761,B0*Abs(i*s - s)**(1/4) ; i,0.0220523205082869*Abs(i*s - s)**(1/4) ; i
2926,0.8441663917762556,B0 + B1*Abs(i)**(1/4) ; B2 + 2*i,0.0638408593031072*Abs(i)**(1/4) - 0.0223916828379731 ; 2*i + 0.206450036786971
2927,0.8441638985153957,i*sqrt(Abs(B0 + i*sqrt(Abs(s)) - i)) ; 2*i,i*sqrt(Abs(i*sqrt(Abs(s)) - i + 3.86989594302094)) ; 2*i
2928,0.844160085482272,B0 + B1*i**2 ; i,0.0182613483457898 - 29.4464966447536*i**2 ; i
2929,0.8441586246120834,B0 + B1*Abs(i)**(3/2) ; i,0.0200034411201032 - 4.53703754458988*Abs(i)**(3/2) ; i
2930,0.8441542212853874,B0*i ; B1 + B2*Abs(i)**(3/2),0.0118133923051407*i ; 1.70282024697744*Abs(i)**(3/2) - 2.40305476843706
2931,0.8441508277354295,B0 + i + sqrt(Abs(i)) ; B1 + B2*r - i,i + sqrt(Abs(i)) - 9.98683333333643 ; -i - 35.2742647142118*r + 10.2061571363962
2932,0.8441508202984489,B0 + sqrt(Abs(i)) ; B1 + B2*r - i,sqrt(Abs(i)) - 7.64327302673806 ; -i - 4.52856758915493*r - 180.256150307076
2933,0.8441283206495217,B0 + B1*i*s - i**2*s ; r,-i**2*s + 0.707334371248171*i*s - 0.01327147681124 ; r
2934,0.8441280126062389,sqrt(Abs(B0*i + B1)) ; B2 + 3*i,sqrt(Abs(5.66510758282802e-6*i + 9.74466625859968e-5)) ; 3*i + 9.11390063006739
2935,0.844127691456974,B0 + i**3 ; B1 + i,i**3 + 0.0130722933748345 ; i - 0.0337746578361037
2936,0.8441273946407534,sqrt(Abs(B0 + i + s)) ; i*r - r**2,sqrt(Abs(i + s - 0.999827734415502)) ; i*r - r**2
2937,0.8441266361156162,B1*sqrt(Abs(B0 + i)) ; Abs(i)**(1/4)*Abs(r)**(1/4),4.07542054914735e-6*sqrt(Abs(i + 10267506.3790538)) ; Abs(i)**(1/4)*Abs(r)**(1/4)
2938,0.844123785010819,B0*sqrt(Abs(i - sqrt(Abs(i)))) ; i,0.0411594483709583*sqrt(Abs(i - sqrt(Abs(i)))) ; i
2939,0.8440851895902679,B2*Abs(B0 + B1*i)**(1/4) ; B3*i + B4*r,0.0512324931313007*Abs(0.171375898291356*i + 0.0345613125622101)**(1/4) ; 1.54508161264997*i + 0.24534262372161*r
2940,0.8440321592395369,2*i**2 ; B0 + i,2*i**2 ; i + 0.0947578422390567
2941,0.8440096173587447,B0*i**3 ; B1 + i,-70.857337610138*i**3 ; i + 0.0704319717982511
2942,0.8439807756614188,sqrt(Abs(B0*s + B1*sqrt(Abs(i))*sqrt(Abs(s)))) ; Abs(i - sqrt(Abs(i)))**(1/4),sqrt(Abs(0.00175439623514291*s + 6.60730630840792e-5*sqrt(Abs(i))*sqrt(Abs(s)))) ; Abs(i - sqrt(Abs(i)))**(1/4)
2943,0.8439629643450425,B0*i*s + B0*i + B1*s ; 3*i + r,-0.0699070243999187*i*s - 0.0699070243999187*i + 0.0512302339492769*s ; 3*i + r
2944,0.843954242324654,B0*s**2 + B0*Abs(s)**(3/2) ; B1*sqrt(Abs(r)),0.0230120395846134*s**2 + 0.0230120395846134*Abs(s)**(3/2) ; 3.6589263285109*sqrt(Abs(r))
2945,0.8439542192721451,B0*s**2 + B0*Abs(s)**(3/2) ; -i*r + r + Abs(i)**(3/2),0.0229904496076635*s**2 + 0.0229904496076635*Abs(s)**(3/2) ; -i*r + r + Abs(i)**(3/2)
2946,0.8439442172857176,B0*sqrt(Abs(-i**2 + i*s + s)) ; B1*i + i**3,0.0434926625852292*sqrt(Abs(-i**2 + i*s + s)) ; i**3 + 0.00700805951923864*i
2947,0.8439257507273732,B0 + B3*sqrt(Abs(B1*s + B2*i)) ; B4 + B5*i,0.0103825662138184*sqrt(Abs(0.00848926264732446*i - 21.8846214217739*s)) - 0.000336831670179961 ; 0.00673065824075213*i + 1.76355455794967
2948,0.8438711098853793,B0*i**2 ; B1*i + B2*r,12.9738324609771*i**2 ; 0.235707975392899*i + 0.0277586290457836*r
2949,0.8438295653307156,sqrt(Abs(B0 + B1*i + B2*s)) ; B3 + B4*sqrt(Abs(i)) + B5*r,sqrt(Abs(0.000128403996105122*i + 0.00129185090790949*s + 0.0131573392114662)) ; 5.78243901440139*r - 31.6480469581789*sqrt(Abs(i)) + 86.3438237062575
2950,0.8438279906118583,B0 + B1*i + B1*s + B1*sqrt(Abs(s)) ; r,0.0492099372743699*i + 0.0492099372743699*s + 0.0492099372743699*sqrt(Abs(s)) - 0.0496238777393269 ; r
2951,0.8438019012035554,B0*Abs(s)**(1/8) ; i*sqrt(Abs(r)) - 2*r,0.0169358737343808*Abs(s)**(1/8) ; i*sqrt(Abs(r)) - 2*r
2952,0.843737780359181,B1*Abs(B0 + 2*s)**(1/4) ; sqrt(Abs(r)),0.018738272878071*Abs(2*s - 0.0760872129967625)**(1/4) ; sqrt(Abs(r))
2953,0.8437085152182263,B0*i - 2*Abs(i)**(3/2) ; B1 + B2*i,-1.08913666794488*i - 2*Abs(i)**(3/2) ; 0.498756991399476*i + 0.148941143455978
2954,0.8436300679669277,B0*i*s + B0*i + B1*s ; B2*sqrt(Abs(r)),0.0326407046391085*i*s + 0.0326407046391085*i + 0.0465027229374957*s ; 0.000303847655935418*sqrt(Abs(r))
2955,0.8436299818793477,B0*i*s + B0*i + B1*s ; sqrt(Abs(r)),0.0325052056730975*i*s + 0.0325052056730975*i + 0.0465010026824545*s ; sqrt(Abs(r))
2956,0.8435767886334963,B0*s - i*s ; B1 + B2*r + r**2*sqrt(Abs(i)),-i*s + 0.307091094980809*s ; r**2*sqrt(Abs(i)) - 2.14268728624803*r - 0.749803966675153
2957,0.8434562064423781,B0*i**2 + B1*i*sqrt(Abs(s)) ; B2 - r*sqrt(Abs(i**2 + i*r)),-0.390550824981486*i**2 - 0.322167744151162*i*sqrt(Abs(s)) ; -r*sqrt(Abs(i**2 + i*r)) + 0.332693556423453
2958,0.843451812845877,B1*Abs(B0 + i)**(1/4) ; B2*r + B3*i*r,0.0246105602982997*Abs(i - 1.1209118895713)**(1/4) ; 2.47083451849829*i*r + 0.313452765537019*r
2959,0.8433195335530308,B0 + B1*s**2 ; B2 + r*sqrt(Abs(i)) + 2*r,0.03983345780566*s**2 + 0.00533611545731808 ; r*sqrt(Abs(i)) + 2*r + 0.104746045064309
2960,0.8433188768521866,B0*Abs(i)**(3/2) + s*Abs(i)**(3/2) ; i,s*Abs(i)**(3/2) + 6.13177099984615*Abs(i)**(3/2) ; i
2961,0.8432965629729317,B0*i ; B1 + i*r - r*sqrt(Abs(i)),-0.1813593591646*i ; i*r - r*sqrt(Abs(i)) + 0.179778844087402
2962,0.8432582853912162,B0*i + B1*i**2 ; i**2*sqrt(Abs(i**2 + r)) + i*r,-2.75055231608686*i**2 + 0.790121755183704*i ; i**2*sqrt(Abs(i**2 + r)) + i*r
2963,0.8432201525679175,B0*Abs(s)**(3/2) - i*Abs(s)**(3/2) ; i,-i*Abs(s)**(3/2) + 0.0838563221400565*Abs(s)**(3/2) ; i
2964,0.8431093079507866,B0*s + i*s**2 ; i,i*s**2 + 0.0160416449213614*s ; i
2965,0.8430837507109414,sqrt(Abs(B0*s + B1*i + B1*sqrt(Abs(s)))) ; B2 + B3*sqrt(Abs(i)) + B4*r,sqrt(Abs(0.000447048206216976*i - 0.00296601383652582*s + 0.000447048206216976*sqrt(Abs(s)))) ; 0.0650495490181431*r - 0.297025379417584*sqrt(Abs(i)) + 0.193897798265012
2966,0.8430519099583824,B0 + B1*i*s**2 ; i,0.921018812558494*i*s**2 + 0.00979840488284795 ; i
2967,0.8430088156277504,B0 - i*sqrt(Abs(B1 + s)) ; i*sqrt(Abs(r)),-i*sqrt(Abs(s - 0.651338232296268)) + 0.0927279446341268 ; i*sqrt(Abs(r))
2968,0.8429851787849769,i*s*Abs(B0 + i*s)**(1/4) ; B1 + B2*i**2 + B3*r,i*s*Abs(i*s + 3.25828125720655)**(1/4) ; 63.2380974290127*i**2 + 0.0639061441429962*r - 0.0681317377733966
2969,0.8429801324071784,B0 + B1*i + B2*s ; sqrt(Abs(B3*i**2*r + B4*i**2)),0.0852164420613815*i + 0.023560830089651*s + 0.00439970218265257 ; sqrt(Abs(0.0612603565782052*i**2*r - 5.12618142561829e-5*i**2))
2970,0.842972126391094,B0 + B1*i + B2*s**2 ; B3 + i,-0.00789513317773918*i + 0.0533638348334527*s**2 - 0.102690572555037 ; i + 13.595322019354
2971,0.8427903282094441,B0*i + sqrt(Abs(i)) ; B1 + B2*r + i,0.0998694678165862*i + sqrt(Abs(i)) ; i + 145.984832423669*r + 444.899896625065
2972,0.8427642270951496,B0*i + sqrt(Abs(i + s)) ; r,-2.70083343562111*i + sqrt(Abs(i + s)) ; r
2973,0.8426725857939512,B0*i ; -r*sqrt(Abs(i)),0.0280027051998326*i ; -r*sqrt(Abs(i))
2974,0.8426724045502598,B0*i ; sqrt(2)*r*sqrt(Abs(i)),0.028159371391826*i ; sqrt(2)*r*sqrt(Abs(i))
2975,0.8426640058494379,B0*s + i*s - i ; B1*Abs(i)**(1/4) + Abs(i)**(5/4),i*s - i + 0.0498075723386505*s ; Abs(i)**(5/4) + 0.028188554390357*Abs(i)**(1/4)
2976,0.8425571593232344,B0*i + B0*sqrt(Abs(B1*i + s)) ; B2 + r,0.00389778287580574*i + 0.00389778287580574*sqrt(Abs(103.596675688416*i + s)) ; r + 9.0763063258556e-5
2977,0.8425176770048295,B0*s**3 ; B1 + B2*i - i*r,0.0444169189032256*s**3 ; -i*r + 0.0389103531023217*i + 0.51662907869958
2978,0.8424839471742344,i**2 + i*sqrt(Abs(B0 + i + s)) ; B1 + B2*i + B3*i**2,i**2 + i*sqrt(Abs(i + s + 0.177026300836598)) ; 17.8462972491692*i**2 + 0.0240704172892158*i + 0.00080861956816287
2979,0.8424382489339747,i*s**2 ; i,i*s**2 ; i
2980,0.8424243282493217,B0 + B1*Abs(i)**(1/4) ; B2*sqrt(Abs(i))*Abs(2*i + r)**(1/4),0.0587116969010851 - 0.0183759118891226*Abs(i)**(1/4) ; -0.220844211495703*sqrt(Abs(i))*Abs(2*i + r)**(1/4)
2981,0.842252636197228,B0*i - i*sqrt(Abs(s)) ; B1 + i*sqrt(Abs(B2 + 2*i*r)),-i*sqrt(Abs(s)) + 0.195338755693626*i ; i*sqrt(Abs(2*i*r + 0.110552932969336)) + 0.0649850242918462
2982,0.8422366876250333,B0*i**2*s**2 ; B1*i + B2*r + B3*i*r,22.9125943086397*i**2*s**2 ; -0.0495866921992618*i*r + 0.33392107662296*i + 0.119098547760294*r
2983,0.8421223861441577,sqrt(Abs(B1*sqrt(Abs(B0 + sqrt(Abs(s)))) + B2*s)) ; B3*r - r*Abs(i)**(1/4),sqrt(Abs(0.00159749502684169*s + 0.000427412647250202*sqrt(Abs(sqrt(Abs(s)) - 0.0826407902100998)))) ; -r*Abs(i)**(1/4) + 0.0125475527825901*r
2984,0.8420689754927569,B0*s + B1*Abs(s)**(3/2) + s**2 ; B2*i**2*r + B2*r*Abs(i)**(3/2),s**2 + 1.02071691892621*s - 1.98651680689855*Abs(s)**(3/2) ; 0.025580821413136*i**2*r + 0.025580821413136*r*Abs(i)**(3/2)
2985,0.8420368524907752,s**3*sqrt(Abs(i)) ; B0 + B1*r**2 + i,s**3*sqrt(Abs(i)) ; i - 0.96776557013138*r**2 + 0.101645224714818
2986,0.841993008175883,B0*s + B1*s**2 + B2*i*s ; B3 - i*r + i + r,-0.000281560645539555*i*s - 0.219543766829646*s**2 + 0.227957616776377*s ; -i*r + i + r - 0.0715907194706218
2987,0.8419917533513204,B0*i + B0*sqrt(Abs(i - s + sqrt(Abs(i)))) ; B1 + B2*i + i*r,0.045306987123113*i + 0.045306987123113*sqrt(Abs(i - s + sqrt(Abs(i)))) ; i*r + 0.73541847548653*i + 0.0425469300342699
2988,0.8418784455917897,B0*i + B1*Abs(i)**(3/2) ; B2*i*r + r + sqrt(Abs(i)),-0.0550466048734635*i - 0.0316435209267247*Abs(i)**(3/2) ; 2.19118662521657*i*r + r + sqrt(Abs(i))
2989,0.8418535355980067,B0 + B1*i + B1*sqrt(Abs(i))*sqrt(Abs(s)) ; B2 + i + Abs(B3 + i)**(1/4),0.0437807475370756*i + 0.0437807475370756*sqrt(Abs(i))*sqrt(Abs(s)) + 0.0421935653253838 ; i + Abs(i + 1.31233182120955)**(1/4) + 0.205043160708135
2990,0.8417966127928564,B0*s + B1*sqrt(Abs(i))*Abs(s)**(3/2) ; r + sqrt(Abs(i)) + sqrt(Abs(B2 + r)),0.00742469411515396*s + 0.00562590355157729*sqrt(Abs(i))*Abs(s)**(3/2) ; r + sqrt(Abs(i)) + sqrt(Abs(r + 4.96994394743796e-8))
2991,0.8416738740915336,B0*i - i**2 + i*s ; B1 + B2*r,-i**2 + i*s - 0.196329680219051*i ; 0.0656466976409251 - 2.58191290625154*r
2992,0.8416626045509737,B0 + B1*s + B1*sqrt(Abs(i)) + B2*i ; 2*i,1.87379931449853*i + 0.00354105633054258*s + 0.00354105633054258*sqrt(Abs(i)) + 0.000162270571837491 ; 2*i
2993,0.8416118200958891,B0 - i*s + i ; B1 - sqrt(Abs(i)),-i*s + i + 0.0107975264407286 ; 0.176673624816048 - sqrt(Abs(i))
2994,0.8415061816434335,B0*i ; B1*i + 2*i**2,2.64273923318825*i ; 2*i**2 + 2.66722751850347*i
2995,0.8414691315657028,B0*s**2 ; sqrt(Abs(B1*Abs(r)**(3/2) + B2*r)),0.045355015603561*s**2 ; sqrt(Abs(0.0101302959167342*r + 21.4422170092093*Abs(r)**(3/2)))
2996,0.8414691315655487,B0*s**2 ; B1 + r*sqrt(Abs(B2*i + r)),0.0453550531088323*s**2 ; r*sqrt(Abs(31.937690742108*i + r)) + 96.5085280985374
2997,0.8414691315083946,B0*s**2 ; B1*i**2 + i + sqrt(Abs(i)),0.0453571272906626*s**2 ; 1.17182024411502*i**2 + i + sqrt(Abs(i))
2998,0.8414691314576501,B0*s**2 ; B1 + i**3 + sqrt(Abs(i)),0.0453517254455952*s**2 ; i**3 + sqrt(Abs(i)) + 40.9312360934248
2999,0.8414691314458488,B0*s**2 ; B1*sqrt(Abs(i))*Abs(r)**(3/2) - r,0.0453515597327169*s**2 ; -r + 98.8912239763464*sqrt(Abs(i))*Abs(r)**(3/2)
3000,0.8414691312313565,B0*s**2 ; i + r*sqrt(Abs(B1*r - i)),0.0453493595756449*s**2 ; i + r*sqrt(Abs(i - 9.27184723185308*r))
3001,0.8414691017849159,B0*s**2 ; i**2*r + r + sqrt(Abs(i)),0.0453030764961624*s**2 ; i**2*r + r + sqrt(Abs(i))
3002,0.8414637765026182,B0*i + B1*i**2 + B2*i*s ; sqrt(Abs(B3 + sqrt(2)*sqrt(Abs(r)))),2.22848696426587e-5*i**2 - 0.0153906216488314*i*s + 0.00119699722909998*i ; sqrt(Abs(sqrt(2)*sqrt(Abs(r)) - 2.16071449051258))
3003,0.8414489263143605,B0*s**2 + i*s ; i,i*s + 0.00858586980995168*s**2 ; i
3004,0.8413112441676127,B0*i*Abs(s)**(3/2) ; i,1.27584379344072*i*Abs(s)**(3/2) ; i
3005,0.8413073059671762,B0*i*s + B0*s**2 ; i,0.0434732840225117*i*s + 0.0434732840225117*s**2 ; i
3006,0.8412839941745527,B0*i ; sqrt(Abs(i + r)),-0.000259387044491679*i ; sqrt(Abs(i + r))
3007,0.84125021435182,B0*i*s ; 2*i,2.14397929436735*i*s ; 2*i
3008,0.841234218340899,B0*i**2 ; B1 + B2*r - 2*r**2,5.68359387795065*i**2 ; -2*r**2 + 1.12793353119832*r + 4.51258607609872e-6
3009,0.8411775590249111,B0*sqrt(Abs(i)) ; -i*r - i + r,0.00801718833840322*sqrt(Abs(i)) ; -i*r - i + r
3010,0.8411276958147894,B0*s + i*s + s*sqrt(Abs(B1 + i)) ; B2*r + r**2,i*s + s*sqrt(Abs(i - 0.783108501748707)) - 0.891822667279824*s ; r**2 + 9.75636859775761*r
3011,0.8411276954683068,B0*s - s**2 + s*sqrt(Abs(B1 + s)) ; 2*i,-s**2 + s*sqrt(Abs(s - 0.217170240612992)) + 0.108337612802816*s ; 2*i
3012,0.8411276836224154,B0*s + i*s + s*sqrt(Abs(B1 - s)) ; r,i*s + s*sqrt(Abs(s - 0.217125157257609)) - 0.891689362730234*s ; r
3013,0.8410902467616368,B0*s + B1*s**2 + B2*i*s ; B3 - i + 2*r + sqrt(Abs(i)),-0.00014190701573269*i*s - 0.225221667210451*s**2 + 0.223144475089649*s ; -i + 2*r + sqrt(Abs(i)) + 0.464379552454236
3014,0.841071493350176,B0*s**2 + B2*s*sqrt(Abs(B1 + sqrt(Abs(i)))) ; B3 + r,-0.0780413260443592*s**2 + 0.0481963572168415*s*sqrt(sqrt(Abs(i)) + 3.67304710333254) ; r + 0.000863583476545715
3015,0.8410606856044175,B0*s + B1*s**2 + B2*i*s ; 2*i,0.171482061235491*i*s + 0.422955192137312*s**2 + 2.58323752626726*s ; 2*i
3016,0.8410135278193444,B0*sqrt(Abs(s))*Abs(i + s)**(1/8) ; B1*i,0.0417063286957594*sqrt(Abs(s))*Abs(i + s)**(1/8) ; 0.135381622054753*i
3017,0.8410032819595799,B0*s + B1*s**2 + B2*i*s ; sqrt(Abs(B3 - r + sqrt(Abs(i)))),0.00187721800313092*i*s - 0.312881175969534*s**2 + 0.314892469740899*s ; sqrt(Abs(r - sqrt(Abs(i)) + 0.0871645086108702))
3018,0.8409982956906186,B0*i + B1*i**2 + B1*i*s ; sqrt(2)*Abs(i)**(3/2),0.323738940350491*i**2 + 0.323738940350491*i*s + 0.254422614745958*i ; sqrt(2)*Abs(i)**(3/2)
3019,0.840970602944867,B0*sqrt(Abs(s))*Abs(i + s)**(1/8) ; B1*i + B2*i**2,0.0430051341326463*sqrt(Abs(s))*Abs(i + s)**(1/8) ; -0.102853267120588*i**2 + 1.76511634801389*i
3020,0.8409410789982737,B0 + B1*i**2 + B2*i*s ; B3 + B4*i + B5*i*r + i**2,0.331532603019189*i**2 + 0.708789566501358*i*s + 0.00161714074279718 ; i**2 - 0.437059339043532*i*r + 0.267833352770781*i + 0.00821780697438224
3021,0.8409103978863859,B0*sqrt(Abs(s))*Abs(i + s)**(1/8) ; B1 + B2*i,0.0415971565685346*sqrt(Abs(s))*Abs(i + s)**(1/8) ; 0.164866088597738*i - 0.00351156300570069
3022,0.8409065908876363,B0 + B1*i ; B2*i + B3*i**2 + B4*i*r,0.51403952617579*i + 0.000470971882078522 ; 0.384203240908824*i**2 + 0.487779108308505*i*r + 0.290580931334446*i
3023,0.8409019516405396,B0*i + B1*i*s + i**2*s ; B2*i,i**2*s + 0.359456810744827*i*s + 0.251094311765434*i ; 0.43918203666269*i
3024,0.8408822204194163,B0*i + B1*i**2 + B2*i*s ; B3*i + B4*i**2 + i*r,28.346217508918*i**2 - 0.730575240510206*i*s + 0.671730132606632*i ; 29.1841201949517*i**2 + i*r - 0.165302964537471*i
3025,0.8408780481029899,B1*sqrt(Abs(i))*Abs(B0 + s)**(1/4) ; B2*sqrt(Abs(i)),0.102137276790701*sqrt(Abs(i))*Abs(s + 0.00295096861968)**(1/4) ; 0.0879341967494853*sqrt(Abs(i))
3026,0.8408761977994534,B0*i + B1*i**2 + B2*i*s ; B3*i,0.0537598359616521*i**2 + 0.40411349804861*i*s + 0.0663545471313737*i ; 0.206585446691975*i
3027,0.840871433028981,B0*s + B1*s**2 + B2*i*s ; sqrt(Abs(i + r**2)),-0.000139315235096407*i*s - 0.208506536334024*s**2 + 0.215827917587472*s ; sqrt(Abs(i + r**2))
3028,0.840801602809849,B0*s + B1*s**2 + B2*i*s ; Abs(i)**(1/4),0.00201517777228852*i*s - 0.320328736582863*s**2 + 0.32666422816199*s ; Abs(i)**(1/4)
3029,0.8407935240121206,B0*s + B1*s**2 + B2*i*s ; B3 + 2*i,-0.00810401463955873*i*s - 0.23486057001984*s**2 + 0.224894178695711*s ; 2*i + 4.60240725078315
3030,0.8407935142368191,B0*s + B1*s**2 + B2*i*s ; B3 + i - r,-0.00373114744343589*i*s - 0.236468810155715*s**2 + 0.226532718576087*s ; i - r + 9.94370781642942
3031,0.8407920183322611,B0*s + B1*s**2 + B2*i*s ; B3 + i,-0.00457041881177495*i*s - 0.234787659442477*s**2 + 0.233108060129049*s ; i + 2.27768572926906
3032,0.8407875891162374,B0*s + B1*s**2 + B2*i*s ; sqrt(Abs(r + sqrt(Abs(i*r + i - r)))),-0.000441609515234729*i*s - 0.162197771828245*s**2 + 0.169864210009455*s ; sqrt(Abs(r + sqrt(Abs(i*r + i - r))))
3033,0.8407747227840165,B0*s + B1*s**2 + B2*i*s ; B3 + i + r + sqrt(Abs(i)),0.0007588678812283*i*s - 0.319372796967917*s**2 + 0.322518979759735*s ; i + r + sqrt(Abs(i)) + 0.0368284852857405
3034,0.8407559821122025,B0*sqrt(Abs(s))*Abs(i + s)**(1/8) ; B1*i**2,0.0428063151168669*sqrt(Abs(s))*Abs(i + s)**(1/8) ; 30.9615188809939*i**2
3035,0.8407533537174533,B0*i*s**2 + B1*i**2*s ; B2*i + r,0.413565321027052*i**2*s - 0.906343858620337*i*s**2 ; 2.67849877721775*i + r
3036,0.8407528824416578,B0*i + B1*i**2 + B2*i*s ; B3*i + i**2 - i*r,1.0910169729821*i**2 + 0.913670604101472*i*s - 0.404731975531053*i ; i**2 - i*r + 0.248569693129463*i
3037,0.8407526192690175,B0*s + B1*s**2 + B2*i*s ; sqrt(Abs(B3 - i)),6.5583901093915e-5*i*s - 0.25373138076342*s**2 + 0.260801134268018*s ; sqrt(Abs(i - 64.1143178971699))
3038,0.8407448458151107,B0*i**2 + B1*s + B2*i*s ; B3*i - r,0.0279871726605219*i**2 + 0.631312782760529*i*s + 0.00379255416505287*s ; 1.8165884158329*i - r
3039,0.8407421695418518,B0 + B1*i + B2*s + B3*i*s ; 2*i*r + i*Abs(r)**(1/4),0.236610031209535*i*s + 0.397086049616771*i + 0.401159417974287*s - 0.394776857504431 ; 2*i*r + i*Abs(r)**(1/4)
3040,0.8407421691053696,B0 + B1*i + B2*s + B3*i*s ; B4*r**2 + B5*i*r,0.236607378901974*i*s + 0.601371070627554*i + 0.605446198861938*s - 0.599063690450643 ; 0.0263549882817435*i*r + 0.00901332266282596*r**2
3041,0.84073754746112,B0*s + B1*s**2 + B2*i*s ; i,0.0486662453262162*i*s - 0.236370800217755*s**2 + 0.241729707455405*s ; i
3042,0.8407362775740169,B0*s + B1*s**2 + B2*i*s ; sqrt(Abs(i)),2.90167881396203e-5*i*s - 0.243569636475903*s**2 + 0.249539892203611*s ; sqrt(Abs(i))
3043,0.8407362264691025,B0*s + B1*s**2 + B2*i*s ; sqrt(Abs(r)),0.287130705736378*i*s + 0.046079264585696*s**2 - 0.0400046418093679*s ; sqrt(Abs(r))
3044,0.8407362264691025,B0*s + B1*s**2 + B2*i*s ; r,0.37637479218473*i*s + 0.135323352421527*s**2 - 0.129248729247586*s ; r
3045,0.8407147311366561,B0*i**2 + B1*i*Abs(s)**(1/4) ; 2*i,-145.912046218951*i**2 + 6.06191568159985*i*Abs(s)**(1/4) ; 2*i
3046,0.8406510362323484,B0*s + B0*sqrt(Abs(-i + s + sqrt(Abs(i)))) ; r,0.0214028912488049*s + 0.0214028912488049*sqrt(Abs(-i + s + sqrt(Abs(i)))) ; r
3047,0.8406042240961008,s*sqrt(Abs(B0 - i)) ; B1*i,s*sqrt(Abs(i - 0.0351335117213175)) ; 2.21226048084576*i
3048,0.8406033251036698,B0*i ; B1*i*r + r + sqrt(Abs(i)),-0.0320172146315758*i ; 2.37412061603253*i*r + r + sqrt(Abs(i))
3049,0.8405839672208512,B0*i + B1*i**2 + B2*i*s ; B3 + i,5.93830076517901*i**2 + 0.170686835228887*i*s - 0.395410688815876*i ; i - 0.0713497311204893
3050,0.8405754363072052,B0*i*s**2 + B0*s**2*sqrt(Abs(i)) ; B1 + B2*i,0.0458288758916941*i*s**2 + 0.0458288758916941*s**2*sqrt(Abs(i)) ; -0.270969689852355*i - 0.00469113659216096
3051,0.8405650084416997,B0*i + B1*i*s ; B2*i + i**2 - 2*i*r,0.383865817090213*i*s - 0.00446042223804466*i ; i**2 - 2*i*r + 0.045115853604702*i
3052,0.8405629320488789,B1*sqrt(Abs(B0 + i*s)) ; sqrt(Abs(B2*r**2 + B3*r)),0.0346450458752247*sqrt(Abs(i*s + 0.424542351491711)) ; sqrt(Abs(0.110795883435739*r**2 + 0.00491709796440204*r))
3053,0.840487687450744,B0*sqrt(Abs(s))*Abs(i + s)**(1/8) ; B1*i**2 - i*r,0.0421117471423219*sqrt(Abs(s))*Abs(i + s)**(1/8) ; 102.988435607252*i**2 - i*r
