rank,reward,equations,equations_with_constants
1,0.9260546839350993,B0*i*s ; B1 + B2*r,0.237430385980856*i*s ; -1.39153782074891*r - 0.0329605781132564
3832,0.6421200964428115,B0 + i*s ; r**2 + sqrt(Abs(i))*Abs(r)**(5/4),i*s - 0.014451001128131 ; r**2 + sqrt(Abs(i))*Abs(r)**(5/4)
3833,0.6421199392180447,B0*i + B0*s + i*s ; i*r + sqrt(Abs(i))*Abs(r)**(5/4),i*s - 0.0144509991578076*i - 0.0144509991578076*s ; i*r + sqrt(Abs(i))*Abs(r)**(5/4)
3834,0.6421195796875412,B0*i + B0*s + i*s ; i*r + Abs(i)**(3/2)*Abs(r)**(1/4),i*s - 0.0144509949470253*i - 0.0144509949470253*s ; i*r + Abs(i)**(3/2)*Abs(r)**(1/4)
3835,0.6416991152610177,-i**2*s - i + s ; r,-i**2*s - i + s ; r
3836,0.6414255105120233,B0*s + s**2 - s*sqrt(Abs(i)) ; B1 + i + sqrt(Abs(r)),s**2 - s*sqrt(Abs(i)) - 0.41694631749311*s ; i + sqrt(Abs(r)) - 0.123170044039019
3837,0.6411519460813572,s*sqrt(Abs(i - sqrt(Abs(B0 + s)))) ; B1 + i,s*sqrt(Abs(i - sqrt(Abs(s - 0.983786879007823)))) ; i - 0.530739633923484
3838,0.6405216878651243,B0*s**2 - i*s**2 + s**2*sqrt(Abs(i)) ; sqrt(Abs(i)),-i*s**2 + s**2*sqrt(Abs(i)) + 0.0608409180468995*s**2 ; sqrt(Abs(i))
3839,0.6392723931355063,B0*s**2 + i*s ; B1*i*r,i*s - 0.0148848331555995*s**2 ; 0.000242838140714451*i*r
3840,0.6378441249312272,s*sqrt(Abs(B0*s + 2*i*s)) ; B1*sqrt(Abs(i)) + i,s*sqrt(Abs(2*i*s - 0.0452939692934625*s)) ; i + 0.916546302847283*sqrt(Abs(i))
3841,0.6374107024663133,i*s + s**2 - s*sqrt(Abs(i)) - Abs(i)**(3/2) ; r,i*s + s**2 - s*sqrt(Abs(i)) - Abs(i)**(3/2) ; r
3842,0.6372119715626622,B0*s + i**2*s**2 ; sqrt(Abs(i)),i**2*s**2 + 0.193759830391641*s ; sqrt(Abs(i))
3843,0.6346798001354267,s*sqrt(Abs(i)) ; B0*sqrt(Abs(r)) + i*sqrt(Abs(r)) + i,s*sqrt(Abs(i)) ; i*sqrt(Abs(r)) + i + 0.23400019192777*sqrt(Abs(r))
3844,0.6335411781974094,s*sqrt(Abs(B0 + i + s)) ; B1 + i,s*sqrt(Abs(i + s - 1.01462330088294)) ; i - 0.210583573619794
3845,0.6332575931332749,B0*s + i*s ; B1 - r - sqrt(Abs(B2 + r)),i*s - 0.0239218352817244*s ; -r - sqrt(Abs(r + 0.00316103220363746)) + 0.149015904370494
3846,0.6328796664530634,B0*s**2 + i*s ; i*r*sqrt(Abs(B1 + B2*r)),i*s - 0.0148848325396522*s**2 ; i*r*sqrt(Abs(7.89497346157817*r + 0.197140594347799))
3847,0.631061752869718,s*sqrt(Abs(i)) ; B0*sqrt(Abs(r)) + i,s*sqrt(Abs(i)) ; i + 0.28695197119214*sqrt(Abs(r))
3848,0.6293881595465086,-s*sqrt(Abs(i)) + Abs(s)**(3/2) ; B0 + i,-s*sqrt(Abs(i)) + Abs(s)**(3/2) ; i - 0.398043847141736
3849,0.6287622947886063,-i + s ; r + sqrt(Abs(i))*sqrt(Abs(r)),-i + s ; r + sqrt(Abs(i))*sqrt(Abs(r))
3850,0.6286396681385642,s*Abs(i + sqrt(Abs(B0 + i)))**(1/4) ; B1*i,s*Abs(i + sqrt(Abs(i + 2444.25181581646)))**(1/4) ; 3.21265909357043*i
3851,0.6270373828464288,B0*i*s + 2*i**2*s ; r,2*i**2*s + 0.124167411842006*i*s ; r
3852,0.6237127433538973,-i**2 + s*sqrt(Abs(i)) ; Abs(r)**(1/4),-i**2 + s*sqrt(Abs(i)) ; Abs(r)**(1/4)
3853,0.6236140021284053,B0*s**3 + i*s ; B1*r,i*s - 0.0151065468823372*s**3 ; 0.624139787030837*r
3854,0.6233482375400708,i*s ; Abs(r)**(9/16),i*s ; Abs(r)**(9/16)
3855,0.6233482375400708,i*s ; r,i*s ; r
3856,0.6233482375400708,i*s ; r**2,i*s ; r**2
3857,0.6198978429106509,i**2*s + i*s**2 + s*Abs(i)**(3/2) ; i**2*sqrt(Abs(r)) + 2*i**2,i**2*s + i*s**2 + s*Abs(i)**(3/2) ; i**2*sqrt(Abs(r)) + 2*i**2
3858,0.6189741165178885,B0*s - s**2 ; B1*i - i**2*r + i**2,-s**2 + 0.985333679720035*s ; -i**2*r + i**2 + 0.797988911364384*i
3859,0.6188934375153562,i*s*sqrt(Abs(s**2 + s)) ; r,i*s*sqrt(Abs(s**2 + s)) ; r
3860,0.6171147551646701,i*s ; B0*sqrt(Abs(r)),i*s ; 80.312354219526*sqrt(Abs(r))
3861,0.6152606511674291,i*s ; B0*i + B0*r,i*s ; 0.0247114595526548*i + 0.0247114595526548*r
3862,0.6152453682238012,i*s*sqrt(Abs(i + s)) ; B0*r + B0*Abs(i + r)**(1/4),i*s*sqrt(Abs(i + s)) ; 0.0148750350910506*r + 0.0148750350910506*Abs(i + r)**(1/4)
3863,0.6152267840476613,i*sqrt(Abs(i + 3*s)) ; B0 + i,i*sqrt(Abs(i + 3*s)) ; i + 0.00433756706346468
3864,0.6147030598788502,s*sqrt(Abs(i)) ; B0 + i - r,s*sqrt(Abs(i)) ; i - r + 0.20247048993932
3865,0.6122995950524459,B0 - i + Abs(i)**(1/4) ; B1 + B2*r**2 + i,-i + Abs(i)**(1/4) - 0.428021084597008 ; i - 0.2308593099056*r**2 + 0.0609436744219425
3866,0.6121853540147049,B0 - i - Abs(s)**(1/4) ; i,-i - Abs(s)**(1/4) + 1.08300963717296 ; i
3867,0.6109436076130234,i*s ; B0*i*r,i*s ; 0.00813278292506604*i*r
3868,0.6103092785787189,s*sqrt(Abs(B0 + sqrt(Abs(i)))) ; B1*i + sqrt(Abs(r)),s*sqrt(Abs(sqrt(Abs(i)) - 0.481764077519999)) ; 1.82105329725523*i + sqrt(Abs(r))
3869,0.6066571169372373,B0*s + i**2*s + i*s**2 ; B1*i**2*r + B1*i*r**2,i**2*s + i*s**2 - 0.0146663391388466*s ; 0.00148141533126577*i**2*r + 0.00148141533126577*i*r**2
3870,0.6065788980397,sqrt(2)*sqrt(Abs(i))*Abs(s)**(3/2) ; B0*i*sqrt(Abs(r)) + i,sqrt(2)*sqrt(Abs(i))*Abs(s)**(3/2) ; 3.92319847856755*i*sqrt(Abs(r)) + i
3871,0.6055184765457076,-i*s + s*sqrt(Abs(i - s)) ; B0 + B1*i + B2*r,-i*s + s*sqrt(Abs(i - s)) ; -1.44865290092296*i - 2.65321601586264*r - 1.0255693910739
3872,0.6054992163529255,-i + sqrt(Abs(i)) ; r,-i + sqrt(Abs(i)) ; r
3873,0.6050920503769699,B0*s**3 + i*s ; B1*Abs(i)**(9/8)*Abs(r)**(1/8),i*s - 0.0151065542889954*s**3 ; 0.000188431226566013*Abs(i)**(9/8)*Abs(r)**(1/8)
3874,0.603450182529858,sqrt(Abs(i))*Abs(s)**(5/4) ; i,sqrt(Abs(i))*Abs(s)**(5/4) ; i
3875,0.6014954346507551,B0 - i*sqrt(Abs(s)) + i ; r,-i*sqrt(Abs(s)) + i - 3.10407436777283e-6 ; r
3876,0.6010592130796676,B0 + sqrt(Abs(i)) ; B1*i,sqrt(Abs(i)) - 0.0554339656993579 ; 4.51111214472325*i
3877,0.5973452525110251,s*sqrt(Abs(B0*s + s**2)) ; Abs(r)**(1/4),s*sqrt(Abs(s**2 - 0.681056277419641*s)) ; Abs(r)**(1/4)
3878,0.5973366641532492,s*sqrt(Abs(B0*s + s**2)) ; B1*i*sqrt(Abs(r)) + i,s*sqrt(Abs(s**2 - 0.68105628002865*s)) ; 0.000983549938266097*i*sqrt(Abs(r)) + i
3879,0.597278200447343,B0*sqrt(Abs(i + s)) + i*sqrt(Abs(i + s)) ; 2*i + r - sqrt(Abs(r)),i*sqrt(Abs(i + s)) + 0.00243040162399778*sqrt(Abs(i + s)) ; 2*i + r - sqrt(Abs(r))
3880,0.5972595970190744,s*sqrt(Abs(B0*s + s**2)) ; B1*i,s*sqrt(Abs(s**2 - 0.681056337026315*s)) ; 10.5951038397786*i
3881,0.5945828654697557,B0*s + i*s ; -i**2*r + 2*i*r**2,i*s - 0.0146663037972172*s ; -i**2*r + 2*i*r**2
3882,0.5927979715233089,i*s ; -i*r + sqrt(2)*r*sqrt(Abs(i)),i*s ; -i*r + sqrt(2)*r*sqrt(Abs(i))
3883,0.5927979715233089,i*s ; sqrt(Abs(B0*r - r**2)),i*s ; sqrt(Abs(r**2 - 5.72581527483026*r))
3884,0.5927979715233089,i*s ; 2**(1/8)*Abs(i)**(1/8)*sqrt(Abs(r)),i*s ; 2**(1/8)*Abs(i)**(1/8)*sqrt(Abs(r))
3885,0.5927979715233089,-s**2 + s ; sqrt(Abs(B0*i + i**2)),-s**2 + s ; sqrt(Abs(i**2 + 0.0628509944550018*i))
3886,0.5927979715233089,s*sqrt(Abs(i*s - i)) ; i*r,s*sqrt(Abs(i*s - i)) ; i*r
3887,0.5927979715233089,i*s ; i*r*sqrt(Abs(B0 - r)),i*s ; i*r*sqrt(Abs(r - 0.000871419581848279))
3888,0.5927979715233089,i*s ; sqrt(Abs(B0*r + Abs(r)**(3/2))),i*s ; sqrt(Abs(0.175447623067006*r + Abs(r)**(3/2)))
3889,0.5918185339701308,B0*i**2 - 2*i*s ; i + sqrt(Abs(i)),-0.397808052382586*i**2 - 2*i*s ; i + sqrt(Abs(i))
3890,0.5912699006814128,sqrt(Abs(i))*Abs(s)**(3/2) ; B0 + r,sqrt(Abs(i))*Abs(s)**(3/2) ; r + 0.0590807121690084
3891,0.5909965774305326,sqrt(2)*s*sqrt(Abs(i)) ; B0 + B1*sqrt(Abs(i)),sqrt(2)*s*sqrt(Abs(i)) ; 0.180348580450848 - 0.0517723950583227*sqrt(Abs(i))
3892,0.5893565565193797,s*sqrt(Abs(B0*i - i*s)) ; i + r*sqrt(Abs(i - r)),s*sqrt(Abs(i*s - 0.0730829133025849*i)) ; i + r*sqrt(Abs(i - r))
3893,0.5877729813764123,s*sqrt(Abs(B0 - i*s + i)) ; r,s*sqrt(Abs(i*s - i + 0.000237094107416033)) ; r
3894,0.5876837198853013,i*s ; i - sqrt(Abs(r)),i*s ; i - sqrt(Abs(r))
3895,0.5868699918080759,i*s ; i*r + r**3,i*s ; i*r + r**3
3896,0.5868699918080759,i*s ; r + sqrt(Abs(B0*r + sqrt(Abs(r)))),i*s ; r + sqrt(Abs(9.91126669964751*r + sqrt(Abs(r))))
3897,0.5868699918080759,i*s ; -i*r**2 + 2*r,i*s ; -i*r**2 + 2*r
3898,0.5825235140466928,B0 + B1*i**2*s ; -i + 2*r,0.000269710642596057*i**2*s + 0.123948404050221 ; -i + 2*r
3899,0.581001291889995,i*s ; sqrt(Abs(r))*Abs(B0 + i)**(1/8),i*s ; sqrt(Abs(r))*Abs(i + 1.47504151968033)**(1/8)
3900,0.581001291889995,i*s ; B0*Abs(i)**(5/4)*Abs(r)**(1/4),i*s ; 20.2022690143996*Abs(i)**(5/4)*Abs(r)**(1/4)
3901,0.5767230444242959,s*sqrt(Abs(i)) ; i,s*sqrt(Abs(i)) ; i
3902,0.5758237299738795,-i + Abs(i*s - i)**(1/4) ; r + sqrt(Abs(r)),-i + Abs(i*s - i)**(1/4) ; r + sqrt(Abs(r))
3903,0.5751912789710951,i*s ; r*sqrt(Abs(i*sqrt(Abs(B0 + r)) - i)),i*s ; r*sqrt(Abs(i*sqrt(Abs(r + 5.75698229628162)) - i))
3904,0.5751912789710951,i*s ; B0*i*r + i*r**2,i*s ; i*r**2 + 48.5739591943494*i*r
3905,0.5725224176999448,s*Abs(B0*s + i*s)**(1/4) ; i,s*Abs(i*s + 44.0805687725592*s)**(1/4) ; i
3906,0.5709339880425318,-i*s**2 + s*sqrt(Abs(i)) ; B0 - i - r + sqrt(Abs(r)),-i*s**2 + s*sqrt(Abs(i)) ; -i - r + sqrt(Abs(r)) + 0.0331444169344884
3907,0.5704903924986711,2*i**2*s + i**2 ; i - r,2*i**2*s + i**2 ; i - r
3908,0.56850808544129,Abs(i)**(5/4) ; B0*sqrt(Abs(i))*Abs(i + 2*r)**(1/4),Abs(i)**(5/4) ; 0.132354250987921*sqrt(Abs(i))*Abs(i + 2*r)**(1/4)
3909,0.5638937153061141,i**2 + s - sqrt(Abs(i)) ; B0 + B1*i,i**2 + s - sqrt(Abs(i)) ; 0.0318691227370713*i - 0.0247298070122044
3910,0.5623091564559435,s*sqrt(Abs(i)) ; B0*r + i*r**3 + i,s*sqrt(Abs(i)) ; i*r**3 + i + 0.35427495479493*r
3911,0.5618952322010391,B0*s + i*s - s**2 + s*sqrt(Abs(i)) ; B1 + i*r + i,i*s - s**2 + s*sqrt(Abs(i)) + 0.844801706549725*s ; i*r + i + 1.35380158174816
3912,0.5610192996606023,-i*s - i*Abs(s)**(1/4) + s ; Abs(r)**(1/4),-i*s - i*Abs(s)**(1/4) + s ; Abs(r)**(1/4)
3913,0.5576442037460608,s*sqrt(Abs(s - sqrt(Abs(s)))) ; sqrt(Abs(B0*r - r*sqrt(Abs(B1 + i)))),s*sqrt(Abs(s - sqrt(Abs(s)))) ; sqrt(Abs(r*sqrt(Abs(i + 0.00791708387199045)) - 7.97310481750199*r))
3914,0.5515288424585939,s*sqrt(Abs(B0*s - i*s + s**2)) ; B1*Abs(r)**(3/2) + i,s*sqrt(Abs(i*s - s**2 + 0.736908215066429*s)) ; i + 0.541572723639106*Abs(r)**(3/2)
3915,0.5513077132261489,s*sqrt(Abs(B0*s + i*s - s**2)) ; B1 + sqrt(Abs(i)),s*sqrt(Abs(i*s - s**2 + 0.940163275264975*s)) ; sqrt(Abs(i)) + 0.092340148859308
3916,0.5505763350414454,B0*i + i**2 - i*sqrt(Abs(s)) ; sqrt(Abs(B1*i + i**2 - i*r)),i**2 - i*sqrt(Abs(s)) - 0.442881946657815*i ; sqrt(Abs(i**2 - i*r + 1.12064147073479*i))
3917,0.5505573920843968,s*sqrt(Abs(B0 + i - s)) ; 2*i,s*sqrt(Abs(i - s + 6.64121359186214)) ; 2*i
3918,0.55052588336063,-i**2*sqrt(Abs(s)) + 2*i*s ; B0 + B1*i**2,-i**2*sqrt(Abs(s)) + 2*i*s ; 0.0269777052191857 - 0.0460504554281737*i**2
3919,0.5492548654764776,s*sqrt(Abs(B0*s + s**3)) ; B2*sqrt(Abs(B1*r + r**2)) + i,s*sqrt(Abs(s**3 - 0.696715010534525*s)) ; i + 0.0994941672543491*sqrt(Abs(r**2 + 0.000164014176072223*r))
3920,0.5483800771683084,i**2*s - i*s**2 + i*s ; sqrt(Abs(B0 + r)),i**2*s - i*s**2 + i*s ; sqrt(Abs(r))
3921,0.5363443163550778,s*sqrt(Abs(B0 + 2*i)) ; B1 + Abs(i)**(1/4),s*sqrt(Abs(2*i + 4.04099418997814)) ; Abs(i)**(1/4) - 1.11387704269136
3922,0.5361158595472603,i*s ; i*r + r*sqrt(Abs(B0*i*r + i**2*r)),i*s ; i*r + r*sqrt(Abs(i**2*r + 26.1396517763759*i*r))
3923,0.5313583577223728,s*sqrt(Abs(B0 + i - s)) ; B1 + B2*i + i*r - r,s*sqrt(Abs(i - s + 0.770345131190899)) ; i*r + 0.148096327543508*i - r + 0.608239790236127
3924,0.527567322368993,i**2*s**2 + i*s ; B0*i*r,i**2*s**2 + i*s ; 0.000124489037321609*i*r
3925,0.5237392907249007,sqrt(3)*sqrt(Abs(i))*Abs(s)**(3/2) ; B0*i*sqrt(Abs(r)) + i,sqrt(3)*sqrt(Abs(i))*Abs(s)**(3/2) ; 3.29016865368195*i*sqrt(Abs(r)) + i
3926,0.5217998056369529,B0*s + i*s ; B1 - i - r + sqrt(Abs(r)),i*s - 0.0306297744782382*s ; -i - r + sqrt(Abs(r)) - 0.181174477238479
3927,0.5150827988366283,s*sqrt(Abs(B0 - s)) ; B1*i + i**2 + i*r,s*sqrt(Abs(s - 0.649883507925566)) ; i**2 + i*r + 0.0162981492145664*i
3928,0.513858589915911,B0 - Abs(s)**(1/4) ; r,1.00670221331465 - Abs(s)**(1/4) ; r
3929,0.5138585898288901,B0 - Abs(s)**(1/4) ; Abs(i)**(1/4),1.00670221630226 - Abs(s)**(1/4) ; Abs(i)**(1/4)
3930,0.5115671150382001,2**(1/4)*s**2*Abs(i)**(1/4) ; sqrt(Abs(i - r)),2**(1/4)*s**2*Abs(i)**(1/4) ; sqrt(Abs(i - r))
3931,0.5115482886811645,Abs(s)**(3/2)*Abs(B0 - s)**(1/4) ; -sqrt(Abs(i))*sqrt(Abs(r)),Abs(s)**(3/2)*Abs(s - 0.811704304687698)**(1/4) ; -sqrt(Abs(i))*sqrt(Abs(r))
3932,0.51092896046183,B0*s + i*s - s**2 ; i - 2*r + sqrt(Abs(r)),i*s - s**2 + 1.00458067287706*s ; i - 2*r + sqrt(Abs(r))
3933,0.5089999033818559,i**2 - sqrt(Abs(B0 + i)) ; r,i**2 - sqrt(Abs(i + 0.487909613286831)) ; r
3934,0.5069333009309847,i*s**2 + 2*i*s ; i,i*s**2 + 2*i*s ; i
3935,0.5062131963964197,sqrt(3)*sqrt(Abs(i))*Abs(s)**(3/2) ; B0*sqrt(Abs(r)) + i,sqrt(3)*sqrt(Abs(i))*Abs(s)**(3/2) ; i + 0.414404547401381*sqrt(Abs(r))
3936,0.5050424227225233,i*s + s**2 ; B0 + B1*sqrt(Abs(i))*Abs(r)**(1/4),i*s + s**2 ; -2.02714390473243*sqrt(Abs(i))*Abs(r)**(1/4) + 1.7175832840413
3937,0.5019158199734381,B0 + Abs(i)**(1/4) ; B1 - i + r,Abs(i)**(1/4) - 3.14437584505962 ; -i + r + 319.420503536024
3938,0.5019158168316381,B0 + Abs(i)**(1/4) ; B1 + i + r,Abs(i)**(1/4) - 3.14438993533086 ; i + r + 217.526100828225
3939,0.5016316609208004,B0*s + B1*s**2 + 2*i*s ; i - r + sqrt(Abs(r)),2*i*s + 1.32200559777483*s**2 + 2.62503101336923*s ; i - r + sqrt(Abs(r))
3940,0.5015690321822625,i*s - s**2 + s*sqrt(Abs(B0 + s)) ; r,i*s - s**2 + s*sqrt(Abs(s - 0.0430024422119897)) ; r
3941,0.4998805173321955,i*s**3 + i*s ; B1*r*sqrt(Abs(B0 - i)),i*s**3 + i*s ; 0.00489702444387698*r*sqrt(Abs(i - 6.25334804018219))
3942,0.498233913955566,s*sqrt(Abs(B0*s + 2*s**2)) ; i + Abs(i)**(3/2),s*sqrt(Abs(2*s**2 - 1.6350050487693*s)) ; i + Abs(i)**(3/2)
3943,0.49823125509211436,s*sqrt(Abs(B0*s + 2*s**2)) ; B1*Abs(r)**(3/2) + i,s*sqrt(Abs(2*s**2 - 1.63448081730946*s)) ; i + 0.201446673138957*Abs(r)**(3/2)
3944,0.4953527961994398,s**3 ; r,s**3 ; r
3945,0.4953527961994398,s**3 ; sqrt(Abs(B0 + r)),s**3 ; sqrt(Abs(r + 2.47524637297886))
3946,0.4951315107035101,-i*s + s**2 ; B0*sqrt(Abs(i + r)),-i*s + s**2 ; 0.0598844255109256*sqrt(Abs(i + r))
3947,0.49333644090787876,s*sqrt(Abs(i*s + i)) ; B0*r*sqrt(Abs(i)) + i,s*sqrt(Abs(i*s + i)) ; i + 0.508651689230472*r*sqrt(Abs(i))
3948,0.49192769573906936,B0 + Abs(i)**(1/4) ; B1 - i + 2*r,Abs(i)**(1/4) - 3.1443872630908 ; -i + 2*r + 315.841490469368
3949,0.4919274997802638,B0 + Abs(i)**(1/4) ; B1*i + B2*r,Abs(i)**(1/4) - 3.14442621469496 ; 16583.6016876441*i - 81.434644585991*r
3950,0.48396237622255506,s*sqrt(Abs(i*s + i*sqrt(Abs(s)))) ; i,s*sqrt(Abs(i*s + i*sqrt(Abs(s)))) ; i
3951,0.4827642778970621,i**2*s + i*s ; sqrt(Abs(r)),i**2*s + i*s ; sqrt(Abs(r))
3952,0.4823221132309134,-s**3 + s ; -i + r,-s**3 + s ; -i + r
3953,0.4815915197241537,B0*s + i*s - s*sqrt(Abs(i)) ; B1 + i - r + sqrt(Abs(r)),i*s - s*sqrt(Abs(i)) + 3.30445354960885*s ; i - r + sqrt(Abs(r)) - 0.015804432944366
3954,0.47972265859494706,B0*s**2 - i*s**2 + 2*s**3 ; B1*i**2,-i*s**2 + 2*s**3 + 0.0317268481888531*s**2 ; 0.0756533653968666*i**2
3955,0.4794297327941994,i**2*s**2 ; sqrt(Abs(i)),i**2*s**2 ; sqrt(Abs(i))
3956,0.4735650224781797,s*sqrt(Abs(i*s - s)) ; B0 + B1*r + i,s*sqrt(Abs(i*s - s)) ; i + 0.459154583347941*r - 0.814407467148349
3957,0.4733342660080521,B0*i + i**2 + s ; Abs(i)**(3/2),i**2 - 1.63171938185091*i + s ; Abs(i)**(3/2)
3958,0.4732513023387114,s*sqrt(Abs(B0 + i - s)) ; B1*i + sqrt(Abs(i)),s*sqrt(Abs(i - s + 0.557873295475098)) ; 0.420261377664431*i + sqrt(Abs(i))
3959,0.47321021237819766,B0*i*s + s**2 ; r,-0.769350068615056*i*s + s**2 ; r
3960,0.472942039412687,-i*s + s**2 ; sqrt(Abs(r)),-i*s + s**2 ; sqrt(Abs(r))
3961,0.47078268487487196,Abs(s)**(5/2) ; sqrt(Abs(B0 + r)),Abs(s)**(5/2) ; sqrt(Abs(r + 1.87424230541328))
3962,0.47078268487487196,Abs(s)**(5/2) ; i,Abs(s)**(5/2) ; i
3963,0.47078268487487196,Abs(s)**(5/2) ; B0 + B1*r,Abs(s)**(5/2) ; 0.000552177526671807*r + 0.000478935090935518
3964,0.47078268487487196,Abs(s)**(5/2) ; sqrt(Abs(B0 - i)),Abs(s)**(5/2) ; sqrt(Abs(i - 0.00268202347171654))
3965,0.47075952135331034,s*sqrt(Abs(i)) ; sqrt(Abs(r)),s*sqrt(Abs(i)) ; sqrt(Abs(r))
3966,0.47075952135331034,s*sqrt(Abs(i)) ; B0*r,s*sqrt(Abs(i)) ; 0.00307624039751632*r
3967,0.47075952135331034,s*sqrt(Abs(i)) ; r,s*sqrt(Abs(i)) ; r
3968,0.4697345777445152,s**2*sqrt(Abs(i**2 - s)) ; r,s**2*sqrt(Abs(i**2 - s)) ; r
3969,0.4675244804511733,B0*s + 2*i*s ; B1 + r - sqrt(Abs(B2 - r)),2*i*s + 0.00543987213331003*s ; r - sqrt(Abs(r - 0.0303580941131385)) + 0.177291011291603
3970,0.4637933296126753,B0*i*s + s ; B1*r + B1*sqrt(Abs(i))*Abs(r)**(1/4),-1.76937481912769*i*s + s ; 0.00116192190087739*r + 0.00116192190087739*sqrt(Abs(i))*Abs(r)**(1/4)
3971,0.4637629572871185,s**2*sqrt(Abs(i + s)) ; B0 + sqrt(Abs(r)),s**2*sqrt(Abs(i + s)) ; sqrt(Abs(r)) + 0.357725734199389
3972,0.4624949966887177,B0 + i*s**2 + i*s ; B1 + Abs(r)**(5/4),i*s**2 + i*s + 0.000676223590285878 ; Abs(r)**(5/4) + 1.17786993638066e-7
3973,0.4622809340620677,s*sqrt(Abs(B0 - i + s)) ; i,s*sqrt(Abs(i - s + 0.749940977674975)) ; i
3974,0.4573404237065021,i**2 - sqrt(Abs(i - s)) ; B0 + r**2 - 2*r,i**2 - sqrt(Abs(i - s)) ; r**2 - 2*r + 1.00106462710958
3975,0.45609729655223075,B0*i**2*s + s**2 ; B1 + i + r + sqrt(Abs(r)),-0.262529755221557*i**2*s + s**2 ; i + r + sqrt(Abs(r)) - 1.31850459166243
3976,0.45445326053962887,-i**3 + s ; r,-i**3 + s ; r
3977,0.4522097178814997,s*sqrt(Abs(i)) ; i*r*sqrt(Abs(B0 + r)),s*sqrt(Abs(i)) ; i*r*sqrt(Abs(r + 4.18803617890281))
3978,0.449763173660879,-i*s + s**2 ; B0*i - i*r + r + sqrt(Abs(r)),-i*s + s**2 ; -i*r + r + sqrt(Abs(r))
3979,0.4495892756123124,2*i**2*s**2 + i*s ; r**2*sqrt(Abs(B0 - i*r)),2*i**2*s**2 + i*s ; r**2*sqrt(Abs(i*r - 0.663521857763439))
3980,0.4486780786559727,Abs(s)**(9/4) ; sqrt(Abs(r - sqrt(Abs(r)))),Abs(s)**(9/4) ; sqrt(Abs(r - sqrt(Abs(r))))
3981,0.4466275653571084,2**(1/4)*Abs(i)**(1/4)*Abs(s)**(3/2) ; B0 - i + r,2**(1/4)*Abs(i)**(1/4)*Abs(s)**(3/2) ; -i + r + 0.29161783188423
3982,0.4455553059113403,s*sqrt(Abs(B0 + i - s)) ; i,s*sqrt(Abs(i - s + 0.200463138448314)) ; i
3983,0.44321074449565784,s*sqrt(Abs(i)) ; sqrt(Abs(r))*Abs(i*r - i)**(1/4),s*sqrt(Abs(i)) ; sqrt(Abs(r))*Abs(i*r - i)**(1/4)
3984,0.44321074449565784,s*sqrt(Abs(i)) ; sqrt(Abs(r))*Abs(B0 - i)**(1/8),s*sqrt(Abs(i)) ; sqrt(Abs(r))*Abs(i - 2.45353271816073)**(1/8)
3985,0.44321074449565784,s*sqrt(Abs(i)) ; r*sqrt(Abs(2*i - r)) + r,s*sqrt(Abs(i)) ; r*sqrt(Abs(2*i - r)) + r
3986,0.4427535593441338,B0 + 2*i*s ; B1*sqrt(Abs(i))*sqrt(Abs(r)),2*i*s - 0.0288997224297836 ; 1.94252480372714*sqrt(Abs(i))*sqrt(Abs(r))
3987,0.4414605272252206,Abs(i)**(1/4)*Abs(s)**(3/2) ; B0*sqrt(Abs(r)) - i + r,Abs(i)**(1/4)*Abs(s)**(3/2) ; -i + r + 2.33656313991745*sqrt(Abs(r))
3988,0.4408426069291227,i*s + s**2 ; B0*i + B0*sqrt(Abs(r)),i*s + s**2 ; 3.31969982534317*i + 3.31969982534317*sqrt(Abs(r))
3989,0.4405370238753951,-i**2*s + i**2 - i + s ; r,-i**2*s + i**2 - i + s ; r
3990,0.44026219060829913,i**3*s + 2*i**2*s**2 + i*s**2 ; sqrt(Abs(B0 + i*r)),i**3*s + 2*i**2*s**2 + i*s**2 ; sqrt(Abs(i*r))
3991,0.43981912843871257,s**2 ; r,s**2 ; r
3992,0.43981912843871257,s**2 ; i,s**2 ; i
3993,0.43981912843871257,s**2 ; sqrt(Abs(r)),s**2 ; sqrt(Abs(r))
3994,0.43981912843871257,s**2 ; sqrt(Abs(i)),s**2 ; sqrt(Abs(i))
3995,0.43981912843871257,s**2 ; B0 - r,s**2 ; 0.0177363183520035 - r
3996,0.43981912843871257,s**2 ; i + r,s**2 ; i + r
3997,0.43981912843871257,s**2 ; B0 + i,s**2 ; i + 0.00164638287786328
3998,0.43981912843871257,s**2 ; sqrt(2)*sqrt(Abs(r)),s**2 ; sqrt(2)*sqrt(Abs(r))
3999,0.4377477684901819,Abs(i)**(1/8)*Abs(s)**(3/2) ; B0 + r,Abs(i)**(1/8)*Abs(s)**(3/2) ; r + 0.262041485329916
4000,0.43554614429818406,B0 - i - s + Abs(i)**(1/4) ; B1 + B2*sqrt(Abs(r)),-i - s + Abs(i)**(1/4) - 0.188163916889441 ; 0.754045737777741 - 0.877543571584297*sqrt(Abs(r))
4001,0.4354209371543254,s**2 ; B0*sqrt(Abs(r)),s**2 ; 0.891745114482626*sqrt(Abs(r))
4002,0.4354209371543254,s**2 ; sqrt(Abs(B0 + r)),s**2 ; sqrt(Abs(r + 7.70934628705721))
4003,0.4354209371543254,s**2 ; sqrt(Abs(B0 + i)),s**2 ; sqrt(Abs(i + 0.00664478380847032))
